"seed","ari","nmi","n_vertices","n_communities"
406,0.0243711829419494,0.0448800809606328,153,13
407,0.0287525064905481,0.0393578940034884,160,14
408,0.0326462634079079,0.0449779047549701,160,14
409,0.0230800167794555,0.0312214921790805,152,14
410,0.0334730583284556,0.0507867693280923,157,12
411,0.0274962111284278,0.0480329930408989,157,14
412,0.0290696991675948,0.0529036070365593,164,13
413,0.0237967054395529,0.0334117399913657,159,15
414,0.0435686825943903,0.0532321304587486,164,14
415,0.0384346830462439,0.0606224026366631,153,14
416,0.0270220150360715,0.0366234298611122,153,14
417,0.0349350729055953,0.0557527642397413,155,13
418,0.035993698385693,0.049974694786339,151,12
419,0.0198486101089958,0.0453879706155612,157,15
420,0.0329626527361149,0.04200699965165,152,13
421,0.0444810038472529,0.0678390984294699,162,15
422,0.0158822131990989,0.0330251548098098,149,13
423,0.029121152791366,0.0441713307216953,154,15
424,0.0144422359824319,0.0357627472120602,154,13
425,0.0232232635688107,0.0477712270972342,159,13
426,0.026932497711696,0.0397648563944029,152,13
427,0.0371342255248308,0.0448884363872934,156,14
428,0.023215230593598,0.0331376789052599,148,12
429,0.0170953169798872,0.0334390261931055,160,13
430,0.0300918948192883,0.0354588877329165,164,13
431,0.0163395257244069,0.0556932134339094,152,14
432,0.0607652764630235,0.0698428317713352,161,14
433,0.0282572376938679,0.0503588463692247,170,14
434,0.0137881159758653,0.0408765661973589,164,12
435,0.0112799160161171,0.0306442131261436,156,14
436,0.0426330945416493,0.0461448383537656,150,12
437,0.026459923819404,0.0348678431966432,160,12
438,0.0168390638916888,0.0369944756954643,151,13
439,0.0362352787907188,0.0448220326626128,158,13
440,0.0231379938448121,0.0344558691789684,154,13
441,0.0326618939950256,0.059018155676556,150,13
442,0.0284075921661206,0.042782476029628,168,14
443,0.0371585692322951,0.0502869286671719,158,12
444,0.0174665133558153,0.0395004878353162,156,14
445,0.028259024070152,0.0431097533682402,153,13
446,0.0273317911479277,0.0528257283476477,163,14
447,0.0406820375696106,0.0536291188747072,156,13
448,0.0302654956472465,0.0429649546361178,152,12
449,0.0230928126327823,0.0383215616773844,158,16
450,0.0218222826448536,0.0322755668570589,148,13
451,0.0294353810255256,0.058005505760266,159,13
452,0.0203221789641149,0.0450505036034115,162,14
453,0.022775294335747,0.0460851176578754,146,14
454,0.0289212997317706,0.045489870747633,152,14
455,0.0142176684561835,0.0250379106148645,162,13
456,0.0253267535876552,0.0355001962164339,161,13
