"tract","density_q","distance_to_centroid"
"25013811400","Q4_high",10.4381022673041
"25013811500","Q4_high",8.52428204093973
"25013811600","Q4_high",7.07054307643822
"25013811700","Q4_high",5.68129209828893
"25013811800","Q3",6.92839440812034
"25013811900","Q1_low",6.47971783251648
"25013812001","Q3",4.5332853384928
"25013812002","Q3",6.4401441994837
"25013812101","Q2",6.7313282770214
"25013812103","Q4_high",5.16329228273891
"25013812104","Q3",10.2484803777536
"25013812201","Q4_high",5.40870569909368
"25013812202","Q3",5.13622343558857
"25013812300","Q4_high",5.71634379345039
"25013812401","Q1_low",4.67101365672601
"25013812403","Q2",4.69586999603721
"25013812404","Q1_low",6.8494903447851
"25013812500","Q2",5.49557521987134
"25013812600","Q2",5.732744544214
"25013812701","Q3",6.11734626319372
"25013812702","Q3",5.98008907789363
"25013812800","Q2",7.36918337203406
"25013812901","Q1_low",5.93896668500821
"25013812902","Q1_low",5.34245008141177
"25013813001","Q1_low",5.22427427108716
"25013813002","Q1_low",5.51080101281269
"25013813101","Q1_low",5.83800207328119
"25013813102","Q1_low",5.29499694977742
"25013813204","Q1_low",5.7004287360936
"25013813205","Q2",6.15508799498849
"25013813206","Q2",5.90399051235397
"25013813207","Q2",4.50432222572105
"25013813208","Q2",8.14289502890601
"25013813209","Q2",5.22926002703199
"25013813301","Q2",6.57477772861051
"25013813303","Q2",4.60465060965005
"25013813304","Q2",4.86018725228464
"25013813401","Q3",4.77913250343151
"25013813403","Q3",5.08143341425712
"25013813404","Q2",6.07889186807683
"25013813500","Q1_low",5.06740030827608
"25013813601","Q2",5.37968697027153
"25013813602","Q1_low",3.58386933872133
"25013813701","Q1_low",5.92834601020028
"25013813702","Q1_low",6.88564746150656
"25013813801","Q1_low",3.73801373270278
"25013813802","Q1_low",4.26683710438253
"25015820101","Q1_low",5.75609696317329
"25015820102","Q2",7.63078612398768
"25015820205","Q1_low",5.41942643458168
"25015820206","Q1_low",4.43738999123557
