"tract","density_q","distance_to_centroid"
"25017350201","Q4_high",5.06084626195723
"25017350202","Q3",5.21074395627773
"25017350300","Q4_high",5.46088874587582
"25017350400","Q3",4.8201854045135
"25017350500","Q4_high",7.61260734300663
"25017350600","Q2",5.22078518216932
"25017350701","Q3",4.67798615587692
"25017350702","Q4_high",6.10409533479883
"25017350800","Q4_high",6.74596101814481
"25017350900","Q4_high",8.14190993900603
"25017351001","Q3",6.92106366946362
"25017351002","Q3",5.33085246234257
"25017351101","Q4_high",6.8464190711061
"25017351102","Q3",4.92530646282774
"25017351203","Q4_high",7.35584787302741
"25017351204","Q4_high",5.02241823442414
"25017351300","Q4_high",5.68781680505451
"25017351403","Q4_high",4.99518060675039
"25017351404","Q4_high",5.87379976174
"25017351500","Q4_high",9.26692373810303
"25017352101","Q4_high",7.12431424240948
"25017352102","Q4_high",6.73041661472423
"25017352200","Q4_high",5.09004070779585
"25017352300","Q4_high",9.57314989601546
"25017352400","Q4_high",7.9323549115977
"25017352500","Q4_high",5.14460930520748
"25017352600","Q4_high",7.72869171278555
"25017352700","Q4_high",4.75359636668643
"25017352800","Q4_high",4.96891244153842
"25017352900","Q4_high",6.3664351862249
"25017353000","Q4_high",6.96574077221825
"25017353101","Q4_high",5.96082082323466
"25017353102","Q4_high",9.55446663844274
"25017353200","Q4_high",7.22924634650186
"25017353300","Q4_high",6.42581860887899
"25017353600","Q4_high",6.94308274671119
"25017353700","Q4_high",8.71620973230658
"25017353800","Q4_high",6.85237177503002
"25017353900","Q4_high",7.15826375827084
"25017354000","Q4_high",6.27361501826463
"25017354100","Q4_high",7.75384541786104
"25017354200","Q4_high",7.58490572807136
"25017354300","Q3",5.15452540853647
"25017354400","Q3",5.7708026927609
"25017354500","Q4_high",3.99082105546816
"25017354601","Q4_high",5.31887237431575
"25017354602","Q4_high",6.21493141898218
"25017354700","Q4_high",8.52518992785408
"25017354800","Q4_high",4.68887342186515
"25017354901","Q4_high",9.61831964354086
"25017354902","Q3",8.42805966572504
"25017355000","Q4_high",6.45587743753685
"25017356100","Q3",6.46693641897789
"25017356300","Q4_high",5.57959280934691
"25017356400","Q2",5.39916302878503
"25017356500","Q3",3.94978537057577
"25017356601","Q3",5.34184033627485
"25017356602","Q3",5.89511483124965
"25017356701","Q4_high",4.71865907040575
"25017356703","Q3",5.05216082531943
"25017356704","Q3",5.24824974360939
"25017357100","Q3",5.21349723382571
"25017357200","Q3",4.61180962163953
"25017357300","Q3",4.11222982294942
"25017357400","Q3",4.32749034550596
"25017357500","Q3",5.6831482102551
"25017357600","Q3",6.67788740757636
"25017357700","Q4_high",7.24546909756919
"25017357800","Q2",6.10093869923859
"25017358100","Q2",5.70842079224535
"25017358300","Q4_high",6.10222610244063
"25017358400","Q3",6.9481049541605
"25017358500","Q2",5.7039092451911
"25017358600","Q4_high",5.80931727393327
"25017358700","Q1_low",5.66059435762747
"25017359100","Q3",7.83374587111598
"25017359302","Q2",7.82387750162439
"25017359303","Q2",5.34502466280343
"25017359400","Q4_high",8.32484039418348
"25017360300","Q1_low",7.09462396903018
"25017361100","Q2",7.93942222420908
"25017361200","Q2",5.05653399960166
"25017361300","Q1_low",6.09928205266939
"25017362100","Q1_low",4.57508210526345
"25017363103","Q2",6.19209625353246
"25017363104","Q2",4.83436154763787
"25017363105","Q2",5.16826832961016
"25017363106","Q3",6.13255026516342
"25017363201","Q2",6.92867984612272
"25017363202","Q2",5.8251419720943
"25017364101","Q2",6.35135274491547
"25017364102","Q2",6.86768497484174
"25017365100","Q1_low",6.5993987236098
"25017365201","Q2",7.18014988499724
"25017365202","Q2",5.51544072209562
"25017366100","Q2",4.79557866466712
"25017366201","Q1_low",6.1333681460906
"25017366202","Q1_low",6.62900368473568
"25017367100","Q2",7.29553515750837
"25017367200","Q1_low",8.49318237070456
"25017368101","Q3",7.90903032559185
"25017368102","Q4_high",10.1667311920482
"25017368200","Q4_high",7.3906023817301
"25017368300","Q4_high",6.64446561299743
"25017368400","Q4_high",8.56145372116061
"25017368500","Q4_high",3.97364195316651
"25017368600","Q4_high",6.35096028467753
"25017368700","Q4_high",9.36048687921411
"25017368800","Q4_high",5.42047232802982
"25017368901","Q2",5.79971183488132
"25017368902","Q4_high",6.41006172151193
"25017369000","Q3",9.52326318546642
"25017369100","Q4_high",4.99424320718722
"25017370101","Q2",5.49133922553344
"25017370103","Q4_high",6.64786584974735
"25017370104","Q4_high",7.13984274470815
"25017370201","Q2",6.15753340563379
"25017370202","Q2",6.01037685370009
"25017370301","Q3",6.16943095704208
"25017370302","Q4_high",7.27864269128854
"25017370401","Q4_high",5.46561451713971
"25017370402","Q4_high",7.9603156991239
"25017370403","Q4_high",3.36416488330187
"25017373100","Q4_high",5.95507598939323
"25017373200","Q4_high",5.3397483538942
"25017373300","Q4_high",5.56919775807989
"25017373400","Q3",4.36791420467229
"25017373500","Q2",5.03360553430219
"25017373600","Q4_high",8.26389041191671
"25017373700","Q2",4.09988183799814
"25017373800","Q4_high",8.05982715909721
"25017373901","Q2",8.27324479155339
"25017373902","Q3",6.58214496804153
"25017374000","Q4_high",7.22889842841518
"25017374100","Q4_high",4.48541860842969
"25017374200","Q3",5.53089167925406
"25017374300","Q4_high",7.33377350082989
"25017374400","Q2",7.76925843012757
"25017374500","Q4_high",5.24739960141099
"25017374600","Q3",4.89714109932214
"25017374700","Q3",5.34652786157495
"25017374800","Q4_high",9.95073374664832
"25017382100","Q3",6.1077770204121
"25017382200","Q4_high",7.09782421469223
"25017382300","Q2",5.77881132816033
"25017382400","Q1_low",4.57646756342098
"25017382500","Q3",5.48292511869859
"25017382601","Q3",4.583126134144
"25017382602","Q4_high",5.17960885135785
"25017383101","Q3",6.25632995380565
"25017383102","Q3",5.75252811284956
"25017383200","Q3",5.0116011541374
"25017383300","Q3",7.77957977720272
"25017383401","Q4_high",6.92951377728662
"25017383402","Q2",7.31471338531022
"25017383501","Q3",5.30511811477104
"25017383502","Q3",5.71608496281831
"25017383600","Q4_high",6.07074424194574
"25017383700","Q4_high",9.02368263042816
"25017383800","Q1_low",3.22661267472903
"25017383902","Q1_low",4.7926090575684
"25017383903","Q1_low",5.69331961855671
"25017383904","Q1_low",6.80770624285057
"25017384003","Q4_high",7.68315237350646
"25017384004","Q2",4.91168768539204
"25017385101","Q1_low",5.87581417638292
"25017385102","Q1_low",3.44422049218257
"25017385201","Q1_low",4.95753952298529
"25017385203","Q2",4.94320231757152
"25017385204","Q2",5.63438000824553
"25017386100","Q1_low",4.85342137955895
"25017387100","Q2",8.03876489210929
"25017387201","Q2",5.90106648674721
"25017387202","Q1_low",6.95974977793688
"25017388100","Q2",6.74958077642144
"25017388200","Q1_low",7.23587498831682
"25017388300","Q4_high",4.95362929848978
"25019950100","Q2",5.83642039527804
"25019950201","Q2",5.15061184422505
"25019950202","Q1_low",7.71932889191676
"25019950307","Q1_low",5.83535591497588
"25019950400","Q2",5.8131556835085
"25019950500","Q1_low",5.80966878870834
"25021400100","Q4_high",6.84309052980653
"25021400201","Q4_high",4.84262842609979
"25021400202","Q4_high",5.00902902602888
"25021400300","Q4_high",6.18954568834412
"25021400401","Q4_high",4.92860466136688
"25021400402","Q4_high",5.69929304227001
"25021400500","Q4_high",4.28249150538723
"25021400600","Q3",5.60713180809573
"25021400700","Q4_high",7.41700569968995
"25021400800","Q4_high",4.5705922347597
"25021400900","Q4_high",8.44090964643824
"25021401000","Q3",5.91269695549615
"25021401100","Q2",6.72945029459509
"25021401201","Q2",4.47348921562232
"25021401202","Q3",9.13787344811658
"25021402101","Q3",7.01716771578176
"25021402102","Q3",4.52299776019803
"25021402200","Q2",6.45304765697271
"25021402300","Q3",6.34790081753371
"25021402400","Q4_high",5.92921202667726
"25021402500","Q3",5.26110853106517
"25021403100","Q2",5.20616496541124
"25021403300","Q3",3.68976271651365
"25021403400","Q2",7.03456892877174
"25021403501","Q4_high",6.96882561651705
"25021403502","Q2",9.22792381054726
"25021404100","Q4_high",5.95053161265079
"25021404201","Q2",6.73004064662802
"25021404202","Q3",7.80334659406726
"25021404301","Q2",6.42252706042142
"25021404302","Q3",6.83303176355791
"25021404400","Q3",8.20611891298291
"25021405100","Q1_low",4.96138443993727
"25021406101","Q2",4.06954544799625
"25021406102","Q1_low",4.71049320433445
"25021407101","Q1_low",7.63122522028568
"25021407102","Q1_low",4.88251011124023
"25021408102","Q2",4.59079185627076
"25021408103","Q2",7.21456322629343
"25021408104","Q2",6.34873283884135
"25021409101","Q1_low",5.0209731028944
"25021409102","Q1_low",4.02841703765374
"25021410100","Q2",4.33280366308874
"25021410300","Q2",6.01590058650346
"25021410400","Q3",7.31011815734191
"25021411101","Q2",8.89832595747634
"25021411102","Q2",5.13705094877178
"25021411200","Q3",5.86162963835755
"25021411301","Q1_low",7.2161830565996
"25021411302","Q2",4.52448145776594
"25021412100","Q2",4.81550180814587
"25021412200","Q2",6.52780363296372
"25021412300","Q4_high",7.06493336423113
"25021413100","Q3",6.853769241085
"25021413201","Q3",4.7424473066158
"25021413202","Q3",7.88865276114344
"25021413300","Q1_low",6.65361611952912
"25021413401","Q4_high",5.48406053139198
"25021413402","Q2",3.99158528121422
"25021413500","Q4_high",6.09879553627171
"25021414100","Q2",6.70031840833192
"25021414200","Q1_low",5.86999474258939
"25021414300","Q2",6.87509000055193
"25021415101","Q3",6.45771923530736
"25021415103","Q4_high",5.93117814578598
"25021415104","Q3",6.1272574081067
"25021415201","Q3",6.50414604729458
"25021415202","Q3",7.05797013093861
"25021415300","Q3",8.46895423150369
"25021416101","Q2",7.50149279760221
"25021416102","Q2",9.03178804763972
"25021416200","Q1_low",5.40440225849466
"25021416300","Q2",4.514120755566
"25021416400","Q3",6.37174870313295
"25021417100","Q3",3.44182341810587
"25021417201","Q4_high",9.60768996763041
"25021417202","Q3",4.30194522069955
"25021417300","Q4_high",7.33571475877282
"25021417400","Q2",6.01278359078921
"25021417501","Q2",5.16716720704938
"25021417502","Q4_high",4.89039531913501
"25021417601","Q3",5.90384971336751
"25021417602","Q3",3.66951454233151
"25021417702","Q2",5.32595746856177
"25021417703","Q4_high",6.14993899748411
"25021417704","Q4_high",6.54701643790986
"25021417801","Q2",4.9935724911951
"25021417802","Q2",5.53842645558286
"25021417901","Q3",4.08483029168265
"25021417902","Q3",7.31288853923115
"25021418002","Q4_high",5.84375369393467
"25021418003","Q4_high",7.48587221389134
"25021418004","Q4_high",6.84473293486451
"25021418101","Q3",4.82336542391697
"25021418102","Q3",6.01560834330519
"25021418201","Q3",6.84329486446555
"25021419100","Q4_high",5.98981379387958
"25021419200","Q2",5.3266798431901
"25021419300","Q2",4.91990671317301
"25021419400","Q3",7.96934277084656
"25021419500","Q2",5.35086274063605
"25021419601","Q2",8.36588764462818
"25021419602","Q2",5.90477923129399
"25021419700","Q2",4.93471333634441
"25021419800","Q4_high",6.88690268640088
"25021420101","Q2",6.69725470077135
"25021420102","Q3",8.02804498979391
"25021420201","Q2",7.21666651798957
"25021420202","Q2",5.58193214311473
"25021420301","Q3",5.70957660453479
"25021420302","Q2",4.72822743944789
"25021421100","Q2",5.67791862270825
"25021421200","Q2",5.38822008463333
"25021422100","Q2",5.41403563922883
"25021422201","Q1_low",6.90985411920632
"25021422202","Q4_high",6.14440000274357
"25021422301","Q3",6.6030309864955
"25021422303","Q4_high",6.03342455840445
"25021422304","Q2",6.46871546907267
"25021422401","Q3",4.26397145039659
"25021422402","Q2",5.8855073737204
"25021422501","Q2",5.67487301781674
"25021422502","Q3",6.73682490684069
"25021422600","Q1_low",3.6196853754464
"25021422700","Q2",6.69064520249417
"25021422800","Q2",5.22092735198171
"25021423101","Q2",6.06849704901578
"25021423102","Q1_low",4.0318524077898
"25021440101","Q2",4.93450497466618
"25021440102","Q1_low",4.77846136794013
"25021441202","Q1_low",6.57151560564746
"25021441203","Q2",7.4383223192308
"25021441204","Q2",6.50206283513297
"25021442101","Q3",6.48457766963655
"25021442103","Q1_low",6.46698673920935
"25021442104","Q2",4.53251035635761
"25021442105","Q3",7.94037821440694
"25021442201","Q2",8.90120198167238
"25021442203","Q2",4.6086540483742
"25021442204","Q2",5.8813126608795
"25021443103","Q1_low",4.25315616216209
"25021443104","Q1_low",6.37537806899076
"25021443105","Q2",7.70335414554007
"25021443106","Q2",6.57861435919315
"25021456101","Q3",5.84070304935791
"25021456102","Q2",3.36867715556371
"25021456200","Q4_high",6.80655184110352
"25021456301","Q3",4.59678536435352
"25021456302","Q3",5.63456361653997
"25021456401","Q2",4.49576487277587
"25021456402","Q1_low",4.86101941721813
"25021457100","Q3",5.97162619552775
"25021457200","Q3",5.14292532784866
"25021980000","Q1_low",7.37162725788983
"25023500101","Q1_low",5.67639579370203
"25023500103","Q1_low",4.41437133810638
"25023500104","Q2",3.4284777129724
"25023501101","Q2",6.76317471159986
"25023501102","Q3",6.21982483327496
"25023501201","Q1_low",5.15756056859856
"25023501203","Q1_low",6.21988518979007
"25023501204","Q3",5.74114380615544
"25023502101","Q2",5.38855418812521
"25023502102","Q1_low",5.08628571866368
"25023502200","Q3",6.38559408385681
"25023503101","Q2",5.01626668331929
"25023503102","Q2",4.87217089639926
"25023504101","Q2",5.49624512282195
"25023504102","Q1_low",4.26437441717313
"25023505102","Q1_low",5.48389814473478
"25023505103","Q1_low",5.69581715992919
"25023505104","Q1_low",5.57249454786433
"25023505201","Q1_low",6.04388201577051
"25023505202","Q2",3.66509530396757
"25023506102","Q2",4.65749930984492
"25023506103","Q1_low",6.07573843311461
"25023506104","Q1_low",4.04055728627296
"25023506202","Q2",6.24486259488096
"25023506203","Q1_low",5.58389148920408
"25023506205","Q1_low",5.54940993583895
"25023506206","Q2",5.65620632131726
"25023507101","Q1_low",4.36957936061896
"25023507103","Q1_low",4.30259479848203
"25023507104","Q1_low",5.23651981906496
"25023508101","Q2",4.96313409582026
"25023508102","Q1_low",5.55200975457756
"25023508200","Q1_low",5.09802799795413
"25023509101","Q1_low",5.58143574969579
"25023509102","Q2",5.3817712821428
"25023510100","Q2",6.50266808736983
"25023510200","Q2",9.52144304278226
"25023510300","Q3",5.43789861473108
"25023510400","Q4_high",7.39913869630749
"25023510501","Q3",5.68275047569527
"25023510503","Q4_high",7.99332915558842
"25023510504","Q2",8.52354290269978
"25023510505","Q3",8.66857223512764
"25023510600","Q2",6.45637966440838
"25023510700","Q3",5.55483250778135
"25023510800","Q3",7.15824812525858
"25023510900","Q4_high",6.48323789136763
"25023511000","Q3",6.32731801808558
"25023511100","Q3",6.01988064440687
"25023511200","Q2",4.63384491701485
"25023511301","Q2",6.08351900969087
"25023511302","Q1_low",7.23129628343599
"25023511400","Q4_high",6.9585938320412
"25023511500","Q3",5.83769825243482
"25023511601","Q4_high",6.93655728232454
"25023511602","Q3",7.61981007029445
"25023511701","Q2",5.541526927598
"25023511702","Q4_high",7.46677855113464
"25023520100","Q2",4.6321839005391
"25023520201","Q2",5.79418597277746
"25023520202","Q1_low",5.10482469577618
"25023521101","Q1_low",5.9510725945185
"25023521102","Q3",5.08008117003577
"25023521201","Q2",5.08708239872511
"25023521202","Q1_low",5.28015840163287
"25023522101","Q1_low",5.25847428984755
"25023522102","Q1_low",5.93839498338968
"25023523100","Q2",6.33358297235005
"25023523201","Q1_low",5.70405045389428
"25023523203","Q1_low",5.80529529139138
"25023523204","Q1_low",5.62286841787015
"25023524101","Q2",6.70004037219604
"25023524102","Q2",5.10548692732268
"25023525101","Q2",5.45020003289322
"25023525104","Q1_low",5.0007655247291
"25023525204","Q1_low",6.44428566205588
"25023526100","Q1_low",5.29956473366917
"25023530100","Q3",5.39557741873318
"25023530200","Q3",4.2396975690396
"25023530300","Q4_high",5.32758402735551
"25023530400","Q1_low",5.19147502417058
"25023530500","Q3",4.43932848670641
"25023530600","Q1_low",4.66665729710528
"25023530700","Q1_low",5.59119588765047
"25023530801","Q1_low",6.43635830492926
"25023530802","Q1_low",4.97436783186265
"25023530902","Q1_low",5.94446146415921
"25023530903","Q1_low",5.07075050784283
"25023530904","Q1_low",5.3848574865539
"25023540101","Q1_low",4.76211717030189
"25023540102","Q1_low",3.03013857961557
"25023540103","Q1_low",4.87157020962962
"25023541100","Q1_low",5.65643512557392
"25023542101","Q1_low",7.51280495866725
"25023542102","Q1_low",6.74428023481187
"25023542200","Q1_low",7.8417084820121
"25023542301","Q2",4.20204083552282
"25023542302","Q2",7.14465753070066
"25023543100","Q1_low",6.94802580397779
"25023544100","Q1_low",3.81716663512484
"25023544200","Q1_low",5.02800570581689
"25023545100","Q2",5.46697266069437
"25023545200","Q1_low",6.65980032344377
"25023545300","Q2",4.08117572268368
"25023545400","Q1_low",4.36556377023014
"25023560100","Q1_low",4.62181141004745
"25023561100","Q1_low",6.12578780706831
"25023561400","Q1_low",5.16840673669209
"25023980200","Q1_low",7.61836035320269
"25023980300","Q2",5.93303898969895
"25025000101","Q4_high",6.1212953161313
"25025000102","Q4_high",7.31752847178345
"25025000201","Q4_high",5.51046927348461
"25025000202","Q3",4.67806331707931
"25025000301","Q3",6.08399249815257
"25025000302","Q3",6.05652530461332
"25025000401","Q3",5.96752185693168
"25025000402","Q3",5.82983457071385
"25025000502","Q4_high",5.31725292553354
"25025000503","Q4_high",7.0137468159307
"25025000505","Q4_high",7.11074562736214
"25025000506","Q3",6.36189004262664
"25025000601","Q4_high",5.43616126959248
"25025000603","Q4_high",7.80112511577856
"25025000604","Q4_high",6.16607555669151
"25025000701","Q3",5.03653461721347
"25025000703","Q4_high",8.95855951889593
"25025000704","Q4_high",5.19954201449545
"25025000804","Q4_high",5.40889836360996
"25025000805","Q4_high",5.59405477431416
"25025000806","Q4_high",8.19136168231545
"25025000807","Q4_high",11.1070545125353
"25025010103","Q4_high",7.99292238955737
"25025010104","Q4_high",6.74944464424233
"25025010204","Q4_high",10.1019163138686
"25025010205","Q4_high",7.09369670066658
"25025010206","Q4_high",9.15287622523434
"25025010300","Q4_high",11.4889679757152
"25025010403","Q4_high",7.51108049566961
"25025010404","Q4_high",7.76422621010643
"25025010405","Q4_high",9.8435102208368
"25025010500","Q4_high",4.90352536645992
"25025010600","Q4_high",9.78053342736253
"25025010701","Q4_high",6.1949156080138
"25025010702","Q4_high",6.2008870905639
"25025010801","Q4_high",6.77707481295736
"25025010802","Q4_high",7.97876738862028
"25025020101","Q4_high",5.17787868628656
"25025020200","Q4_high",4.74340741907866
"25025020301","Q4_high",9.33224715501362
"25025020302","Q4_high",7.53380673215513
"25025020304","Q4_high",5.640351962865
"25025020305","Q4_high",8.13751017060136
"25025030100","Q4_high",5.6412263893589
"25025030200","Q4_high",5.072591890561
"25025030301","Q4_high",8.79665318964068
"25025030302","Q4_high",7.86053240891812
"25025030400","Q4_high",5.3068318622215
"25025030500","Q4_high",5.89952520600245
"25025040100","Q4_high",5.13236894231069
"25025040200","Q4_high",5.43756030061498
"25025040300","Q4_high",5.93791455835124
"25025040401","Q4_high",6.35457468835463
"25025040600","Q4_high",6.45782251302593
"25025040801","Q4_high",6.29211453336918
"25025050101","Q4_high",7.05709034216984
"25025050200","Q4_high",3.7842105757933
"25025050300","Q4_high",5.23064021928072
"25025050400","Q4_high",4.69109470929983
"25025050500","Q4_high",7.70209654948097
"25025050600","Q4_high",5.11377786334075
"25025050700","Q4_high",5.46384747249075
"25025050901","Q4_high",7.37092979677871
"25025051000","Q4_high",6.83527183734969
"25025051101","Q4_high",7.77498557770699
"25025051200","Q4_high",7.48129168140384
"25025060101","Q3",5.03081721748361
"25025060200","Q3",6.56267246874402
"25025060301","Q4_high",5.73041058913183
"25025060400","Q4_high",4.70249951230372
"25025060501","Q4_high",5.51141718859421
"25025060601","Q4_high",5.57964776570923
"25025060602","Q4_high",7.72709892354141
"25025060603","Q4_high",8.17937123157354
"25025060604","Q4_high",7.98372304268043
"25025060700","Q4_high",7.28641098881897
"25025060800","Q4_high",4.49692373807808
"25025061000","Q3",6.57204499371075
"25025061101","Q3",5.77148697550718
"25025061201","Q4_high",7.85125570670825
"25025061202","Q3",9.29018423088953
"25025061203","Q4_high",6.46170184188628
"25025061204","Q4_high",8.84132306612653
"25025070102","Q4_high",5.72362909004103
"25025070104","Q4_high",8.05442932047531
"25025070201","Q4_high",10.8328287335063
"25025070202","Q4_high",8.05130979623044
"25025070301","Q4_high",8.30158712672333
"25025070302","Q4_high",7.95347378136987
"25025070402","Q4_high",7.70024507299523
"25025070501","Q4_high",5.55301361440793
"25025070502","Q4_high",5.54568134258572
"25025070600","Q4_high",5.82751239436343
"25025070700","Q4_high",8.36814422567618
"25025070801","Q4_high",5.19802601825231
"25025070802","Q4_high",5.26016397863445
"25025070901","Q4_high",5.02932519815315
"25025070902","Q4_high",4.65172996260771
"25025071101","Q4_high",4.70440536175096
"25025071201","Q4_high",6.72265960558845
"25025080100","Q4_high",6.86856768872739
"25025080300","Q4_high",8.38465909473931
"25025080401","Q4_high",9.58199385478394
"25025080500","Q3",6.09240670731656
"25025080601","Q4_high",6.60621035177032
"25025080801","Q4_high",8.47953215612885
"25025080900","Q4_high",4.96933289415958
"25025081001","Q4_high",12.5233489749613
"25025081101","Q4_high",5.51481768151004
"25025081102","Q4_high",8.76913222748933
"25025081200","Q4_high",5.70217443725424
"25025081301","Q4_high",5.73985530849577
"25025081302","Q4_high",8.63526084449242
"25025081400","Q3",6.35321937504589
"25025081500","Q2",5.57639607464169
"25025081700","Q3",6.90909880647189
"25025081800","Q3",4.26540555520632
"25025081900","Q3",6.20102573919527
"25025082000","Q4_high",7.94383169332309
"25025082100","Q3",4.99043300220444
"25025090100","Q3",4.44647517523612
"25025090200","Q4_high",7.80914040005432
"25025090300","Q3",7.73308086736715
"25025090400","Q3",5.69436281852495
"25025090600","Q4_high",7.12075867737948
"25025090700","Q4_high",8.73684059189945
"25025090901","Q4_high",7.90424404616704
"25025091001","Q4_high",8.2294345829765
"25025091100","Q3",4.94591364820496
"25025091200","Q4_high",5.0496610486649
"25025091300","Q4_high",8.21821698277901
"25025091400","Q4_high",6.47309996295489
"25025091500","Q3",4.69808626833964
"25025091600","Q4_high",5.32086705689758
"25025091700","Q3",4.55327793554123
"25025091800","Q4_high",8.26878743441427
"25025091900","Q2",5.64132319307153
"25025092000","Q4_high",5.67654513477397
"25025092101","Q4_high",7.27960793130966
"25025092200","Q4_high",5.94358373764431
"25025092300","Q3",4.88211243018321
"25025092400","Q3",5.66228176250593
"25025100100","Q3",6.88266705260933
"25025100200","Q3",5.207135333988
"25025100300","Q2",5.14848989179388
"25025100400","Q3",5.77253766039356
"25025100500","Q3",3.87696257953249
"25025100601","Q3",5.96230341835276
"25025100603","Q4_high",6.43233089947905
"25025100700","Q3",3.77955994095954
"25025100800","Q3",6.01845558186989
"25025100900","Q4_high",7.0011182319229
"25025101001","Q3",5.28079216833594
"25025101002","Q2",4.39683913049573
"25025101101","Q3",6.22166483706807
"25025101102","Q3",5.97009151956063
"25025110104","Q4_high",4.99858784196528
"25025110105","Q3",5.60715874371073
"25025110106","Q4_high",6.27993437813407
"25025110201","Q3",5.41969148787278
"25025110301","Q3",6.07327573681376
"25025110401","Q3",4.95449111130858
"25025110403","Q2",6.15290017199588
"25025110501","Q2",5.94175259288102
"25025110502","Q4_high",5.39172417376972
"25025110601","Q2",6.87766487185309
"25025110607","Q4_high",6.64119158630809
"25025120103","Q4_high",6.00731884282306
"25025120104","Q3",6.83311668129157
"25025120105","Q4_high",7.0406525490792
"25025120201","Q4_high",5.39219653790366
"25025120301","Q4_high",6.26107451887738
"25025120400","Q4_high",4.22310676754331
"25025120500","Q3",5.03844028989742
"25025120600","Q3",5.5434434818475
"25025120700","Q4_high",7.65365993659791
"25025130101","Q3",4.2375348387956
"25025130200","Q4_high",4.75356792862169
"25025130300","Q3",5.48421392312425
"25025130402","Q3",3.27485198653632
"25025130404","Q2",7.40959473481197
"25025130406","Q3",6.25696525991493
"25025140102","Q3",6.75550558654014
"25025140105","Q2",7.38017073122223
"25025140106","Q3",7.20229622556461
"25025140107","Q2",7.43213991078095
"25025140201","Q4_high",10.6284013366142
"25025140202","Q2",4.7668527637104
"25025140300","Q3",5.77196866759838
"25025140400","Q2",4.92687112773876
"25025160102","Q3",6.34803783503579
"25025160103","Q3",6.52917204091692
"25025160200","Q4_high",6.28837054248062
"25025160300","Q4_high",5.10181315524446
"25025160400","Q4_high",5.8637791119928
"25025160501","Q3",4.24720753310138
"25025160502","Q4_high",9.2715275658919
"25025160601","Q4_high",8.54349258578095
"25025160602","Q3",8.14046730945742
"25025170101","Q3",4.99806743494802
"25025170102","Q3",6.08876001367756
"25025170200","Q3",5.88196540020828
"25025170301","Q3",4.18335965766859
"25025170302","Q3",6.4636372178761
"25025170400","Q3",6.32649235736253
"25025170502","Q3",7.19188570502336
"25025170503","Q2",6.24337680742638
"25025170504","Q3",5.7456042657208
"25025170601","Q3",3.73319211636103
"25025170701","Q3",5.25081174022976
"25025170702","Q3",6.69620144281596
"25025170800","Q2",3.57319204121034
"25025180101","Q2",3.29251293126679
"25025180200","Q3",4.93711933312589
"25025180301","Q3",5.63231736224938
"25025180400","Q2",4.25198088200638
"25025180500","Q3",6.25723812377706
"25025980300","Q1_low",8.42306463510892
"25025981100","Q1_low",6.27113352702596
"25025981202","Q4_high",10.4300344644113
"25025981300","Q4_high",13.1706530938138
"25025981501","Q2",8.16701781587286
"25025981502","Q3",9.88214100744925
"25025981800","Q4_high",10.7913946600991
"25025981900","Q4_high",13.5527155836779
"25027700100","Q1_low",5.64523116864466
"25027701101","Q1_low",5.28678044679008
"25027701102","Q2",5.90592021182376
"25027702201","Q1_low",7.16139018031338
"25027702202","Q1_low",5.18301339448287
"25027703100","Q2",5.36452540639074
"25027703200","Q1_low",8.10381719910889
"25027703300","Q1_low",4.95017828173885
"25027704201","Q1_low",6.38147639644186
"25027704202","Q1_low",4.70045430993971
"25027705101","Q1_low",5.88729722098393
"25027705102","Q1_low",6.01599596895633
"25027706100","Q1_low",5.93804379078279
"25027707100","Q2",6.15959113624786
"25027707200","Q4_high",7.23506874514607
"25027707300","Q3",5.3210142513286
"25027707400","Q1_low",4.95834721387895
"25027707500","Q2",5.05445999859421
"25027708100","Q1_low",6.93190110558054
"25027709100","Q1_low",5.66219442242154
"25027709201","Q2",5.77352832287334
"25027709203","Q2",6.1784488669896
"25027709204","Q3",5.49095384729414
"25027709400","Q3",6.61275660246504
"25027709501","Q2",8.05424131678574
"25027709502","Q2",6.85659112372631
"25027709600","Q4_high",4.78493935364624
"25027709701","Q3",5.74242192567393
"25027709702","Q4_high",4.5848741721488
"25027710100","Q3",5.52913127269518
"25027710200","Q1_low",6.13020840722891
"25027710300","Q2",7.97174144907824
"25027710400","Q2",5.35678271132863
"25027710500","Q3",10.4238559366223
"25027710601","Q2",6.91205625383945
"25027710602","Q2",5.75398017981813
"25027710700","Q4_high",4.33406639250321
"25027710800","Q2",6.34653576541808
"25027711000","Q3",5.90932934529902
"25027711100","Q1_low",6.36105220027302
"25027712101","Q1_low",5.90864524179251
"25027712102","Q1_low",7.90473258068342
"25027713100","Q1_low",4.99866253385972
"25027715100","Q1_low",5.47378246371096
"25027716101","Q1_low",5.50608679540815
"25027716102","Q1_low",5.9332048844593
"25027716200","Q3",6.66798395937416
"25027716300","Q4_high",6.38591214381819
"25027717100","Q1_low",4.04632901511696
"25027718100","Q1_low",6.28592501140464
"25027719100","Q1_low",4.39660421857935
"25027720100","Q1_low",5.76375370319607
"25027721101","Q1_low",4.85762704130165
"25027721103","Q1_low",6.00767198514
"25027721104","Q1_low",5.98338250611309
"25027722100","Q1_low",6.49108397255754
"25027723100","Q1_low",7.1186383294491
"25027724100","Q1_low",5.48948493378575
"25027725100","Q1_low",5.44329729597565
"25027726100","Q1_low",6.00340852425684
"25027726200","Q2",6.28602524893513
