iteration,D_null_restricted
2557,318.3175
2558,262.05
2559,176.29500000000002
2560,167.99999999999997
2561,183.35000000000002
2562,266.14
2563,275.44500000000005
2564,280.2825
2565,227.8
2566,147.06250000000003
2567,278.3175
2568,152.4475
2569,219.89499999999998
2570,229.255
2571,158.49749999999997
2572,173.925
2573,190.42000000000002
2574,174.385
2575,201.94749999999996
2576,172.88750000000002
2577,212.69500000000002
2578,206.45749999999998
2579,197.66250000000002
2580,260.1575
2581,282.82
2582,374.59000000000003
2583,201.96250000000003
2584,168.59750000000003
2585,105.34249999999997
2586,239.2825
2587,147.40000000000003
2588,236.59250000000003
2589,163.13
2590,246.76999999999998
2591,220.4975
2592,171.97750000000002
2593,274.62
2594,189.45
2595,163.80499999999998
2596,231.6825
2597,223.12499999999997
2598,206.51
2599,196.77750000000003
2600,314.4125
2601,240.97249999999997
2602,189.9975
2603,233.53999999999996
2604,182.15749999999997
2605,211.44000000000003
2606,249.325
2607,137.5125
2608,306.21
2609,173.18499999999997
2610,262.86
2611,203.10500000000002
2612,307.8275
2613,302.93
2614,250.595
2615,178.63500000000002
2616,159.33
2617,256.0475
2618,244.29250000000002
2619,206.745
2620,217.99
2621,218.0575
2622,213.77749999999997
2623,217.52500000000003
2624,255.09250000000003
2625,233.79999999999998
2626,211.72500000000002
2627,241.98499999999996
2628,163.97
2629,203.3675
2630,186.14000000000001
2631,148.59
2632,244.29250000000002
2633,344.76250000000005
2634,198.62
2635,266.445
2636,197.86249999999995
2637,181.2425
2638,142.58
2639,148.995
2640,190.02250000000004
2641,229.20749999999998
2642,207.455
2643,289.14250000000004
2644,240.7625
2645,205.3
2646,175.035
2647,184.735
2648,147.375
2649,179.63499999999996
2650,177.875
2651,160.3475
2652,259.02
2653,263.285
2654,305.8875
2655,186.5475
2656,151.7825
2657,166.32750000000001
2658,244.145
2659,202.35750000000002
2660,150.36249999999998
2661,211.0625
2662,189.97500000000002
2663,195.6
2664,277.49
2665,171.42499999999998
2666,293.315
2667,170.50250000000003
2668,275.1975
2669,283.07750000000004
2670,267.695
2671,226.5875
2672,246.86249999999998
2673,253.9475
2674,107.11249999999998
2675,169.24500000000003
2676,209.135
2677,254.19250000000002
2678,261.9425
2679,264.21250000000003
2680,197.84750000000003
2681,299.12
2682,232.20499999999998
2683,241.8625
2684,253.8975
2685,171.26749999999998
2686,175.54999999999998
2687,323.97249999999997
2688,161.6275
2689,215.195
2690,267.60249999999996
2691,217.10750000000002
2692,187.07000000000002
2693,214.7425
2694,310.65
2695,208.9
2696,253.05499999999998
2697,232.72250000000003
2698,277.85249999999996
2699,202.3575
2700,160.25000000000003
2701,246.2375
2702,209.85999999999996
2703,161.3625
2704,167.9
2705,246.97750000000002
2706,255.65
2707,291.6375
2708,132.48000000000002
2709,170.49750000000003
2710,234.37500000000003
2711,207.82500000000002
2712,145.05249999999998
2713,183.02249999999998
2714,188.58250000000004
2715,232.8175
2716,197.45999999999998
2717,206.8625
2718,315.6225
2719,274.765
2720,267.5
2721,282.44
2722,259.7825
2723,231.93750000000003
2724,308.55499999999995
2725,209.43249999999998
2726,209.48999999999998
2727,211.23
2728,146.21749999999997
2729,245.085
2730,227.86999999999998
2731,182.79
2732,155.04
2733,207.82
2734,216.37750000000003
2735,152.0525
2736,204.14499999999998
2737,269.23
2738,209.34250000000003
2739,207.5525
2740,283.9375
2741,220.32500000000002
2742,71.85999999999999
2743,258.265
2744,155.6875
2745,261.0
2746,241.0125
2747,295.275
2748,147.8075
2749,182.9925
2750,219.0375
2751,227.28749999999997
2752,207.93
2753,181.40249999999997
2754,235.5675
2755,276.96999999999997
2756,190.6925
2757,109.42999999999998
2758,180.06749999999997
2759,214.1625
2760,217.26250000000002
2761,260.425
2762,219.29000000000002
2763,169.19750000000002
2764,287.5675
2765,210.885
2766,173.5825
2767,256.0825
2768,297.2125
2769,218.56750000000002
2770,151.0625
2771,174.64
2772,192.17249999999999
2773,179.38
2774,236.33499999999998
2775,198.67
2776,253.29499999999996
2777,276.01750000000004
2778,264.875
2779,243.79000000000002
2780,288.655
2781,219.36
2782,201.855
2783,163.765
2784,157.0475
2785,144.45999999999998
2786,201.975
2787,234.555
2788,170.58249999999998
2789,158.82000000000002
2790,306.74249999999995
2791,267.3425
2792,221.59000000000003
2793,192.3275
2794,175.58999999999997
2795,235.51999999999998
2796,203.09750000000003
2797,171.55
2798,127.83249999999998
2799,181.675
2800,154.1
2801,150.535
2802,239.115
2803,205.09750000000003
2804,341.445
2805,254.91999999999996
2806,192.47249999999997
2807,212.78250000000003
2808,224.81
2809,194.48250000000002
2810,267.48
2811,272.62
2812,247.7725
2813,147.39749999999998
2814,276.44
2815,239.64000000000001
2816,242.96249999999998
2817,192.17000000000002
2818,139.8425
2819,161.87499999999997
2820,234.81
2821,247.215
2822,176.37499999999997
2823,230.77750000000003
2824,261.6625
2825,196.90500000000003
2826,181.815
2827,179.74499999999998
2828,154.135
2829,208.21750000000003
2830,248.27499999999998
2831,146.6275
2832,228.03500000000003
2833,196.84250000000003
2834,182.88249999999996
2835,153.68500000000003
2836,104.94750000000002
2837,176.34000000000003
2838,180.98000000000002
2839,214.40749999999997
2840,185.35500000000002
2841,205.09750000000003
2842,158.98749999999998
2843,169.53249999999997
2844,140.06750000000002
2845,94.64000000000001
2846,231.27500000000003
2847,199.88500000000002
2848,260.5125
2849,159.01000000000002
2850,262.87
2851,227.07500000000002
2852,284.4275
2853,221.2375
2854,247.67000000000002
2855,197.85499999999996
2856,213.48499999999996
2857,151.54
2858,214.08999999999997
2859,183.65
2860,189.1925
2861,203.52
2862,252.76000000000002
2863,148.4125
2864,301.105
2865,174.61249999999998
2866,272.42
2867,173.65750000000003
2868,200.6525
2869,163.3325
2870,228.62
2871,226.60749999999996
2872,235.07000000000002
2873,277.48
2874,234.7025
2875,189.65749999999997
2876,179.9675
2877,165.63750000000002
2878,195.805
2879,186.40750000000003
2880,290.29
2881,250.73749999999998
2882,272.54
2883,176.60000000000002
2884,243.34749999999997
2885,195.28
2886,262.395
2887,193.635
2888,219.72750000000002
2889,175.3575
2890,256.54
2891,206.32500000000002
2892,203.2075
2893,189.84750000000003
2894,301.9075
2895,256.0075
2896,181.06
2897,236.81
2898,160.45999999999998
2899,189.27749999999997
2900,201.78750000000002
2901,156.2425
2902,271.95250000000004
2903,243.60000000000002
2904,138.36499999999998
2905,190.35750000000002
2906,150.52
2907,280.47749999999996
2908,300.63
2909,194.34500000000003
2910,187.905
2911,224.39750000000004
2912,222.1325
2913,163.31249999999997
2914,141.58750000000003
2915,172.5625
2916,236.3775
2917,145.9225
2918,249.445
2919,160.94750000000002
2920,212.8025
2921,252.71000000000004
2922,256.4675
2923,236.47250000000003
2924,128.3125
2925,243.9375
2926,87.2825
2927,364.40000000000003
2928,230.96500000000003
2929,218.1425
2930,110.30000000000001
2931,298.945
2932,207.07000000000002
2933,160.83499999999998
2934,308.27
2935,185.35
2936,161.67499999999998
2937,123.07750000000001
2938,231.96749999999997
2939,207.26999999999998
2940,264.54999999999995
2941,176.0075
2942,198.7375
2943,239.26750000000004
2944,172.5425
2945,216.57750000000001
2946,140.50499999999997
2947,260.58000000000004
2948,217.13
2949,244.1325
2950,178.79000000000002
2951,262.95
2952,155.48
2953,79.44749999999999
2954,257.645
2955,186.48
2956,131.66750000000002
2957,258.47749999999996
2958,264.65250000000003
2959,262.31499999999994
2960,232.26750000000004
2961,190.575
2962,204.26999999999998
2963,169.36
2964,211.3775
2965,272.36749999999995
2966,267.4275
2967,208.565
2968,210.5725
2969,178.645
2970,156.33749999999998
2971,185.7275
2972,245.79000000000002
2973,197.56
2974,245.7925
2975,131.58
2976,271.01250000000005
2977,133.0875
2978,222.77249999999998
2979,220.48000000000002
2980,255.98999999999995
2981,230.59250000000003
2982,164.5075
2983,246.28999999999996
2984,247.44
2985,246.89750000000004
2986,261.03999999999996
2987,214.9875
2988,207.37999999999997
2989,270.7975
2990,167.8825
2991,174.80749999999998
2992,229.74
2993,198.8175
2994,228.60250000000002
2995,240.805
2996,171.39999999999998
2997,208.45999999999998
2998,223.44500000000002
2999,229.61
3000,203.49249999999998
3001,298.42499999999995
3002,218.815
3003,172.1975
3004,255.44
3005,289.36749999999995
3006,226.75
3007,214.695
3008,227.76500000000001
3009,159.8425
3010,280.255
3011,275.95750000000004
3012,256.6625
3013,137.8925
3014,232.20999999999998
3015,250.54500000000002
3016,140.7
3017,178.58499999999998
3018,253.185
3019,172.69500000000002
3020,139.10999999999999
3021,90.57749999999999
3022,330.75250000000005
3023,253.08249999999998
3024,81.57500000000002
3025,243.025
3026,181.31499999999997
3027,266.7025
3028,239.8075
3029,172.32
3030,159.2975
3031,170.7425
3032,216.04
3033,248.95
3034,104.42249999999999
3035,209.2175
3036,170.18000000000004
3037,222.055
3038,261.735
3039,238.4475
3040,151.04000000000002
3041,295.7125
3042,82.24750000000003
3043,170.5725
3044,248.49249999999998
3045,109.565
3046,261.78249999999997
3047,153.1275
3048,229.2525
3049,217.1625
3050,191.525
3051,200.39
3052,239.96499999999997
3053,146.90749999999997
3054,121.85499999999999
3055,203.97500000000002
3056,176.98250000000002
3057,223.75750000000002
3058,211.575
3059,191.02249999999998
3060,248.9425
3061,137.3075
3062,246.365
3063,229.69000000000003
3064,188.6175
3065,278.90250000000003
3066,251.07999999999998
3067,246.15
3068,180.86
3069,222.02749999999997
3070,249.65249999999997
3071,291.105
3072,168.875
3073,176.48000000000002
3074,257.465
3075,110.94750000000002
3076,270.305
3077,174.21750000000003
3078,250.40500000000003
3079,195.07999999999998
3080,178.95750000000004
3081,235.78
3082,234.69500000000002
3083,237.84750000000003
3084,137.96
3085,183.135
3086,213.71499999999997
3087,201.65000000000003
3088,184.66500000000002
3089,256.2625
3090,257.0875
3091,186.11249999999998
3092,156.7725
3093,231.2425
3094,289.7775
3095,263.4
3096,316.875
3097,234.20000000000002
3098,257.9075
3099,216.95749999999998
3100,221.135
3101,189.7325
3102,219.20499999999998
3103,279.9425
3104,182.70999999999998
3105,157.68999999999997
3106,224.9975
3107,135.31250000000003
3108,58.577500000000015
3109,207.44
3110,262.495
3111,177.75500000000002
3112,215.09499999999997
3113,193.47250000000003
3114,142.735
3115,178.50249999999997
3116,254.63250000000002
3117,228.4
3118,191.22749999999996
3119,218.9725
3120,273.765
3121,195.115
3122,207.70999999999998
3123,252.59500000000003
3124,189.4725
3125,210.055
3126,174.7825
3127,164.18499999999997
3128,297.96999999999997
3129,236.3075
3130,187.60500000000002
3131,200.47000000000003
3132,229.67749999999998
3133,256.11749999999995
3134,259.46750000000003
3135,269.5425
3136,227.83249999999998
3137,200.89000000000001
3138,216.42749999999998
3139,178.34
3140,188.315
3141,151.84250000000003
3142,215.7425
3143,253.23250000000002
3144,201.875
3145,210.9525
3146,231.08999999999997
3147,173.91750000000002
3148,186.51999999999998
3149,272.905
3150,264.255
3151,206.5025
3152,151.23499999999999
3153,165.30750000000003
3154,195.06500000000003
3155,231.85000000000002
3156,227.6825
3157,203.445
3158,241.29999999999998
3159,183.29
3160,186.14249999999998
3161,276.4425
3162,182.96500000000003
3163,127.21750000000003
3164,276.76
3165,209.81
3166,203.66999999999996
3167,199.07499999999996
3168,241.22249999999997
3169,263.92
3170,120.95749999999998
3171,203.505
3172,167.33749999999998
3173,306.84749999999997
3174,332.6475
3175,151.7725
3176,197.26
3177,227.055
3178,233.18
3179,224.56250000000003
3180,174.43500000000003
3181,203.6825
3182,229.09499999999997
3183,178.69
3184,216.045
3185,260.5825
3186,264.8925
3187,222.33749999999998
3188,162.445
3189,236.10250000000002
3190,179.33999999999997
3191,145.75499999999997
3192,187.60250000000002
3193,168.30249999999998
3194,229.0775
3195,181.7
3196,202.3125
3197,253.91250000000002
3198,176.85250000000002
3199,219.81
3200,203.02249999999998
3201,235.64
3202,190.87499999999997
3203,207.41000000000003
3204,175.71999999999997
3205,203.44
3206,182.09
3207,131.54500000000002
3208,167.0975
3209,270.51500000000004
3210,164.87500000000003
3211,267.505
3212,229.6725
3213,279.65
3214,191.41499999999996
3215,222.185
3216,239.8075
3217,217.4725
3218,208.87
3219,188.13500000000002
3220,293.96250000000003
3221,269.26
3222,191.7775
3223,252.27499999999998
3224,253.61
3225,221.83749999999998
3226,298.745
3227,188.2225
3228,161.54999999999998
3229,155.40499999999997
3230,112.42250000000001
3231,200.8375
3232,234.8025
3233,143.50750000000002
3234,256.295
3235,190.77249999999998
3236,218.34250000000003
3237,237.7825
3238,174.5125
3239,308.0425
3240,215.59749999999997
3241,216.3
3242,289.9875
3243,284.69
3244,173.92000000000002
3245,300.34749999999997
3246,203.4475
3247,229.39250000000004
3248,215.90999999999997
3249,140.2925
3250,275.6875
3251,253.74249999999998
3252,251.58499999999998
3253,133.6875
3254,226.2775
3255,313.34499999999997
3256,296.20250000000004
3257,155.95749999999998
3258,244.675
3259,202.77750000000003
3260,210.93
3261,294.435
3262,210.52250000000004
3263,179.495
3264,233.26749999999998
3265,230.3075
3266,201.93249999999998
3267,189.5925
3268,186.36499999999998
3269,176.235
3270,224.58749999999998
3271,238.3375
3272,171.22750000000002
3273,213.14000000000001
3274,245.9375
3275,213.89999999999998
3276,217.03249999999997
3277,200.98000000000002
3278,240.28250000000003
3279,352.6425
3280,266.4525
3281,186.3025
3282,174.145
3283,209.1125
3284,194.5625
3285,222.49750000000003
3286,186.7725
3287,165.74
3288,229.755
3289,257.89750000000004
3290,192.97000000000003
3291,212.6025
3292,200.3125
3293,285.485
3294,242.89000000000004
3295,277.2675
3296,179.60250000000002
3297,272.1825
3298,248.33250000000004
3299,232.0175
3300,140.58499999999998
3301,264.2625
3302,264.6375
3303,228.01
3304,161.81999999999996
3305,209.84
3306,150.6075
3307,314.34999999999997
3308,254.2425
3309,266.2175
3310,217.61
3311,159.805
3312,158.81750000000002
3313,333.9025
3314,179.97
3315,281.375
3316,332.94
3317,228.38
3318,194.62750000000003
3319,310.7775
3320,284.9825
3321,341.3325
3322,137.52
3323,199.86749999999998
3324,256.895
3325,198.96499999999997
3326,149.22000000000003
3327,267.74749999999995
3328,293.9075
3329,224.9475
3330,155.7525
3331,185.82750000000001
3332,200.01749999999998
3333,256.84749999999997
3334,172.94250000000002
3335,240.45499999999998
3336,270.2075
3337,196.20749999999998
3338,150.38249999999996
3339,284.46250000000003
3340,230.8
3341,249.8775
3342,206.325
3343,269.84
3344,315.8125
3345,243.785
3346,207.96250000000003
3347,239.7025
3348,161.33499999999998
3349,180.60250000000002
3350,247.66000000000003
3351,274.9325
3352,152.0725
3353,212.91750000000002
3354,318.59000000000003
3355,213.305
3356,273.54499999999996
3357,203.86249999999998
3358,199.8225
3359,281.565
3360,223.62
3361,265.7475
3362,236.26999999999998
3363,266.4575
3364,281.8775
3365,191.13
3366,210.235
3367,230.32999999999998
3368,229.47750000000002
3369,217.77250000000004
3370,257.67
3371,183.61499999999998
3372,223.755
3373,163.01
3374,265.6675
3375,222.94500000000002
3376,156.34000000000003
3377,260.715
3378,157.87249999999997
3379,251.26999999999998
3380,226.0675
3381,177.645
3382,183.6175
3383,178.61
3384,214.78000000000003
3385,202.84249999999997
3386,210.1425
3387,251.60249999999996
3388,286.49
3389,227.9275
3390,254.1875
3391,196.67999999999998
3392,165.0825
3393,249.53499999999997
3394,132.27000000000004
3395,282.7475
3396,274.39250000000004
3397,186.6675
3398,254.8
3399,209.98999999999998
3400,126.09499999999997
3401,198.21000000000004
3402,132.9275
3403,194.6
3404,147.9575
3405,279.9275
3406,224.975
3407,318.9325
3408,131.4125
3409,245.14
3410,262.205
3411,228.72500000000002
3412,260.28499999999997
3413,192.835
3414,230.695
3415,178.17999999999998
3416,301.4375
3417,189.9875
3418,257.855
3419,238.45499999999998
3420,112.86999999999998
3421,208.72500000000002
3422,245.1225
3423,272.0575
3424,287.74249999999995
3425,135.05249999999998
3426,221.6475
3427,178.2575
3428,287.7825
3429,301.8275
3430,319.35
3431,209.34
3432,278.245
3433,142.08249999999998
3434,200.15749999999997
3435,224.79000000000002
3436,283.52750000000003
3437,272.65250000000003
3438,315.42499999999995
3439,269.78749999999997
3440,283.9925
3441,175.865
3442,253.45
3443,242.08750000000003
3444,117.48749999999998
3445,241.14000000000004
3446,142.24749999999997
3447,171.0075
3448,152.305
3449,250.075
3450,200.95000000000005
3451,252.70749999999998
3452,236.56500000000003
3453,253.47250000000003
3454,233.5525
3455,170.32000000000002
3456,175.43499999999997
3457,191.14000000000001
3458,291.8875
3459,131.7475
3460,201.305
3461,249.8025
3462,196.8625
3463,175.01
3464,184.985
3465,200.18000000000004
3466,294.505
3467,159.20000000000002
3468,192.14999999999998
3469,219.71250000000003
3470,248.8875
3471,243.0925
3472,254.32750000000001
3473,234.445
3474,190.8425
3475,240.39
3476,183.04999999999998
3477,195.1175
3478,229.77249999999998
3479,195.7775
3480,162.10999999999999
3481,242.495
3482,113.45750000000001
3483,246.3775
3484,214.72249999999997
3485,213.675
3486,147.14249999999998
3487,167.43500000000003
3488,249.875
3489,198.71500000000003
3490,273.3825
3491,191.42749999999995
3492,115.25
3493,164.03500000000003
3494,159.22
3495,254.70250000000001
3496,209.2475
3497,174.77750000000003
3498,220.48250000000002
3499,237.13250000000002
3500,188.46249999999998
3501,212.0975
3502,207.1775
3503,186.36749999999998
3504,320.1875
3505,255.5
3506,265.54499999999996
3507,281.8325
3508,218.93249999999998
3509,333.635
3510,216.01000000000002
3511,259.11499999999995
3512,195.385
3513,217.865
3514,217.98000000000002
3515,224.3325
3516,257.64750000000004
3517,277.425
3518,216.975
3519,225.16
3520,244.58499999999998
3521,178.64499999999998
3522,207.97250000000003
3523,217.08749999999998
3524,214.5075
3525,253.11999999999998
3526,192.8025
3527,234.38000000000002
3528,197.9775
3529,274.3075
3530,305.6225
3531,224.19
3532,277.33000000000004
3533,81.98000000000002
3534,275.4575
3535,150.9
3536,282.805
3537,216.3275
3538,229.71499999999997
3539,234.65500000000003
3540,185.4375
3541,226.71250000000003
3542,205.7525
3543,249.90750000000003
3544,220.7475
3545,184.10999999999999
3546,274.235
3547,153.95999999999998
3548,278.0375
3549,215.59249999999997
3550,265.185
3551,166.66
3552,201.36
3553,213.93
3554,279.615
3555,174.59
3556,183.52250000000004
3557,192.62500000000003
3558,213.1275
3559,184.18999999999997
3560,189.4575
3561,251.00000000000003
3562,218.7525
3563,238.7875
3564,268.6725
3565,165.03999999999996
3566,300.4725
3567,214.78499999999997
3568,224.99
3569,161.52999999999997
3570,219.48250000000002
3571,236.83499999999998
3572,246.805
3573,264.9475
3574,136.08749999999998
3575,186.4575
3576,185.82000000000002
3577,265.7825
3578,208.14000000000001
3579,233.76999999999998
3580,231.285
3581,230.5575
3582,300.5425
3583,252.59749999999997
3584,149.57500000000002
3585,211.5625
3586,194.03
3587,220.1375
3588,190.99999999999997
3589,348.125
3590,209.53750000000002
3591,316.1125
3592,231.3225
3593,155.635
3594,279.85
3595,192.465
3596,198.54
3597,167.63750000000002
3598,215.81
3599,219.91500000000002
3600,251.1875
3601,219.60750000000002
3602,318.08500000000004
3603,265.8
3604,290.4475
3605,241.54250000000002
3606,162.64749999999998
3607,277.005
3608,359.52
3609,116.30249999999998
3610,227.8775
3611,164.5775
3612,231.26749999999998
3613,173.8825
3614,242.71250000000003
3615,160.3875
3616,314.3925
3617,243.875
3618,259.475
3619,160.05999999999997
3620,262.7725
3621,222.9225
3622,239.745
3623,234.2025
3624,170.73749999999998
3625,235.53750000000002
3626,288.90999999999997
3627,187.1925
3628,208.685
3629,181.77499999999998
3630,191.82750000000004
3631,231.825
3632,249.89249999999998
3633,188.0075
3634,211.0
3635,215.22999999999996
3636,245.10500000000002
3637,163.55999999999997
3638,221.47
3639,222.99
3640,155.76999999999998
3641,208.34250000000003
3642,264.90749999999997
3643,225.4525
3644,307.78999999999996
3645,234.9475
3646,206.76000000000002
3647,240.755
3648,167.02
3649,186.85000000000002
3650,378.145
3651,254.41750000000002
3652,224.90000000000003
3653,267.1325
3654,240.6875
3655,221.67499999999998
3656,244.18
3657,251.7625
3658,178.72499999999997
3659,203.285
3660,259.33
3661,242.11249999999998
3662,257.33000000000004
3663,188.22250000000003
3664,160.78250000000003
3665,228.455
3666,241.70499999999998
3667,250.065
3668,141.28499999999997
3669,206.01500000000001
3670,233.8025
3671,209.205
3672,141.36749999999998
3673,243.92
3674,221.11249999999995
3675,218.34500000000003
3676,250.23749999999998
3677,321.2125
3678,253.64249999999998
3679,298.6875
3680,216.315
3681,252.125
3682,270.71000000000004
3683,235.40249999999997
3684,196.53250000000003
3685,164.39249999999998
3686,238.51
3687,279.90749999999997
3688,139.88750000000002
3689,192.3825
3690,224.70499999999998
3691,315.1575
3692,248.76749999999998
3693,316.52000000000004
3694,239.9525
3695,214.9125
3696,181.86750000000004
3697,211.41249999999997
3698,203.66750000000002
3699,218.7475
3700,310.4525
3701,276.18
3702,102.1925
3703,244.97500000000002
3704,301.76500000000004
3705,256.0125
3706,233.8175
3707,174.15500000000003
3708,256.0125
3709,191.5275
3710,150.47750000000002
3711,229.13
3712,193.7425
3713,201.65750000000003
3714,197.23250000000002
3715,197.555
3716,282.85
3717,218.575
3718,143.655
3719,90.58750000000003
3720,241.925
3721,289.8325
3722,227.245
3723,330.71000000000004
3724,218.13000000000002
3725,240.175
3726,212.5075
3727,263.46000000000004
3728,214.64250000000004
3729,151.75
3730,233.05
3731,218.92000000000002
3732,324.4475
3733,214.37500000000003
3734,190.7025
3735,168.0025
3736,183.97249999999997
3737,104.00500000000002
3738,235.72249999999997
3739,248.67749999999998
3740,260.645
3741,226.695
3742,169.43
3743,342.895
3744,157.96750000000003
3745,189.91999999999996
3746,228.69000000000003
3747,234.325
3748,282.71500000000003
3749,165.14
3750,230.82
3751,267.0925
3752,207.31
3753,172.90499999999997
3754,152.73749999999998
3755,252.07999999999998
3756,289.365
3757,247.8675
3758,116.19999999999999
3759,248.1725
3760,235.065
3761,127.1325
3762,237.74
3763,186.09249999999997
3764,184.86500000000004
3765,270.4425
3766,190.73000000000002
3767,251.1825
3768,145.18250000000003
3769,267.70000000000005
3770,177.58000000000004
3771,188.33499999999998
3772,144.2225
3773,173.20999999999998
3774,196.45749999999998
3775,193.98000000000002
3776,254.25
3777,292.605
3778,230.51999999999998
3779,220.46749999999997
3780,261.03999999999996
3781,279.0825
3782,194.7625
3783,191.49
3784,156.34000000000003
3785,203.57
3786,241.8825
3787,176.0175
3788,177.2575
3789,335.0175
3790,220.9775
3791,197.50249999999997
3792,172.40749999999997
3793,210.14749999999998
3794,212.8875
3795,216.20000000000002
3796,245.54250000000002
3797,235.14500000000004
3798,296.21500000000003
3799,205.755
3800,205.74250000000004
3801,238.1175
3802,358.4975
3803,135.6575
3804,237.91500000000002
3805,294.40000000000003
3806,288.1775
3807,235.29250000000002
3808,281.4575
3809,178.915
3810,202.7425
3811,198.23
3812,281.4925
3813,275.3975
3814,200.71500000000003
3815,236.7875
3816,207.735
3817,218.48749999999998
3818,190.595
3819,210.4225
3820,206.08000000000004
3821,215.04999999999995
3822,134.335
3823,331.00250000000005
3824,201.0375
3825,228.17749999999998
3826,253.53500000000003
3827,245.47250000000003
3828,229.18
3829,228.85999999999999
3830,248.70999999999998
3831,159.2725
3832,233.02999999999997
3833,201.4275
3834,136.0425
3835,305.515
3836,244.6075
3837,242.5075
3838,133.60499999999996
3839,244.265
3840,185.595
3841,164.4625
3842,174.23
3843,204.43750000000003
3844,233.035
3845,201.8775
3846,144.36499999999998
3847,232.20749999999998
3848,243.765
3849,129.87750000000003
3850,199.66249999999997
3851,192.33499999999998
3852,271.66249999999997
3853,136.9225
3854,197.42000000000002
3855,216.97249999999997
3856,251.85749999999996
3857,248.65499999999997
3858,220.95999999999998
3859,310.115
3860,167.84999999999997
3861,149.48
3862,180.17
3863,218.3125
3864,178.725
3865,166.61
3866,223.615
3867,257.11499999999995
3868,230.20750000000004
3869,171.8975
3870,227.63
3871,156.1875
3872,111.49999999999997
3873,219.7525
3874,213.9525
3875,179.71499999999997
3876,198.1225
3877,240.4225
3878,196.11999999999998
3879,146.0475
3880,259.12
3881,229.445
3882,225.6175
3883,165.10500000000002
3884,208.03749999999997
3885,141.63750000000002
3886,181.2375
3887,269.9
3888,270.7775
3889,216.93
3890,271.91
3891,191.65499999999997
3892,227.60250000000002
3893,222.67000000000002
3894,272.2575
3895,221.225
3896,181.7075
3897,215.78499999999997
3898,252.9125
3899,158.99499999999998
3900,255.59500000000003
3901,123.63750000000002
3902,182.8325
3903,270.49
3904,81.30000000000001
3905,180.84
3906,174.6575
3907,293.595
3908,203.10000000000002
3909,227.85499999999996
3910,238.6525
3911,221.22500000000002
3912,256.14750000000004
3913,329.9375
3914,150.28
3915,205.42
3916,224.435
3917,185.78750000000002
3918,243.58249999999998
3919,200.91999999999996
3920,228.60000000000002
3921,183.8325
3922,185.88750000000002
3923,254.85
3924,181.3
3925,195.7975
3926,269.0625
3927,216.18
3928,206.38000000000002
3929,191.19500000000002
3930,192.09750000000003
3931,249.95999999999998
3932,233.32999999999998
3933,215.3
3934,215.25
3935,229.97000000000003
3936,143.3475
3937,216.4875
3938,237.6725
3939,246.85249999999996
3940,224.27250000000004
3941,265.785
3942,120.64499999999998
3943,169.79999999999998
3944,263.7475
3945,295.3725
3946,325.42249999999996
3947,210.0975
3948,149.5125
3949,231.9325
3950,217.53499999999997
3951,242.76749999999998
3952,165.3875
3953,212.85000000000002
3954,157.2825
3955,147.67749999999998
3956,157.255
3957,178.6775
3958,183.4125
3959,202.24499999999998
3960,192.4975
3961,231.175
3962,339.445
3963,221.4825
3964,205.23250000000002
3965,277.78
3966,254.82000000000002
3967,240.04249999999996
3968,195.90000000000003
3969,373.69
3970,296.03249999999997
3971,257.47
3972,247.88000000000002
3973,138.77750000000003
3974,264.9675
3975,294.7
3976,196.90500000000003
3977,269.4425
3978,251.97249999999997
3979,254.23000000000002
3980,165.69500000000002
3981,98.21999999999997
3982,156.16
3983,243.91249999999997
3984,212.53749999999997
3985,325.8625
3986,205.54500000000002
3987,189.9325
3988,229.41
3989,103.01750000000001
3990,173.83750000000003
3991,192.8875
3992,162.36499999999998
3993,268.83750000000003
3994,196.76
3995,259.135
3996,279.5425
3997,193.4975
3998,189.03749999999997
3999,274.08750000000003
4000,220.52500000000003
4001,162.2825
4002,152.38
4003,159.25500000000002
4004,154.395
4005,229.1975
4006,211.11249999999998
4007,222.7725
4008,151.89750000000004
4009,232.83
4010,196.15249999999997
4011,137.76749999999998
4012,239.46250000000003
4013,250.0525
4014,158.45999999999998
4015,177.84
4016,217.80999999999997
4017,137.6
4018,210.27249999999998
4019,173.24249999999998
4020,128.51500000000001
4021,294.9
4022,176.2975
4023,98.36749999999998
4024,234.64499999999998
4025,157.2175
4026,255.5175
4027,265.14750000000004
4028,287.31
4029,220.0175
4030,170.99499999999998
4031,184.4525
4032,255.055
4033,185.9925
4034,214.59500000000003
4035,193.855
4036,248.0675
4037,196.355
4038,325.885
4039,158.12749999999997
4040,220.52499999999998
4041,252.04999999999998
4042,293.47
4043,195.91000000000003
4044,137.91249999999997
4045,169.1325
4046,252.51999999999998
4047,285.9425
4048,221.65000000000003
4049,260.0625
4050,163.29999999999998
4051,296.865
4052,226.33500000000004
4053,64.31
4054,144.77499999999998
4055,257.74749999999995
4056,141.305
4057,285.525
4058,140.58499999999998
4059,182.86499999999998
4060,273.215
4061,167.3325
4062,215.84
4063,221.90999999999997
4064,128.415
4065,258.66999999999996
4066,128.6675
4067,201.1675
4068,171.80249999999998
4069,241.5525
4070,199.89499999999998
4071,242.25000000000003
4072,199.23000000000002
4073,170.5725
4074,154.82000000000002
4075,139.01250000000002
4076,238.6975
4077,302.835
4078,140.7275
4079,238.365
4080,193.42749999999998
4081,230.9275
4082,247.88
