iteration,D_null_restricted
240,194.66750000000002
241,163.85
242,292.435
243,228.32
244,261.9925
245,257.4825
246,220.98749999999995
247,327.11
248,224.7575
249,272.29499999999996
250,227.6275
251,80.14250000000001
252,205.325
253,304.65
254,108.82499999999999
255,254.75249999999997
256,264.27500000000003
257,241.12
258,186.875
259,238.0775
260,241.78999999999996
261,244.37
262,184.3925
263,218.2175
264,214.75250000000003
265,307.57500000000005
266,176.18
267,181.2025
268,152.0675
269,222.085
270,200.41749999999996
271,314.28
272,189.475
273,254.4925
274,209.2
275,223.735
276,236.0075
277,214.64
278,173.325
279,244.1375
280,211.20499999999998
281,159.6125
282,258.6975
283,182.89249999999998
284,286.915
285,277.7175
286,211.09000000000003
287,249.19500000000002
288,215.975
289,233.47750000000002
290,233.47250000000003
291,204.63000000000002
292,208.71249999999998
293,206.85750000000002
294,260.8675
295,159.26749999999998
296,219.005
297,262.39750000000004
298,204.16750000000002
299,164.60999999999999
300,259.4375
301,242.14249999999998
302,256.08
303,219.24999999999997
304,182.09250000000003
305,238.89000000000001
306,307.5175
307,241.98499999999999
308,250.98250000000002
309,229.75
310,158.375
311,191.605
312,248.40250000000003
313,187.125
314,297.09499999999997
315,178.07
316,322.72749999999996
317,141.03749999999997
318,133.045
319,220.64
320,204.535
321,259.46250000000003
322,223.00250000000003
323,248.29000000000002
324,266.75
325,239.68
326,267.5675
327,238.7325
328,165.37
329,186.69250000000002
330,120.61499999999998
331,217.11249999999998
332,225.8275
333,270.5425
334,250.96249999999998
335,325.3475
336,216.19
337,276.8325
338,209.1475
339,331.03000000000003
340,227.4275
341,210.03749999999997
342,197.8525
343,239.8175
344,249.795
345,260.1375
346,231.89000000000001
347,180.39000000000001
348,358.075
349,157.9375
350,276.76
351,229.305
352,124.6525
353,194.4475
354,220.25500000000002
355,256.4375
356,157.99
357,176.61249999999998
358,237.18
359,236.9325
360,219.32
361,177.29500000000002
362,156.07750000000001
363,219.26250000000002
364,180.1375
365,206.89999999999998
366,186.74
367,256.435
368,222.46750000000003
369,250.5425
370,234.96749999999997
371,243.59499999999997
372,180.80999999999997
373,241.59750000000003
374,237.58749999999998
375,227.09500000000003
376,209.28
377,237.055
378,263.925
379,210.7575
380,183.26750000000004
381,217.40500000000003
382,236.16500000000002
383,282.7325
384,252.60250000000002
385,261.9475
386,207.62499999999997
387,214.63750000000005
388,192.2975
389,190.6525
390,246.445
391,160.715
392,146.05999999999997
393,239.5
394,256.735
395,184.41750000000002
396,319.29999999999995
397,221.0625
398,306.35249999999996
399,212.04249999999996
400,173.235
401,163.31250000000003
402,251.12
403,237.09500000000003
404,183.355
405,264.4175
406,218.18249999999998
407,205.42
408,314.11
409,210.78250000000003
410,178.225
411,218.19250000000002
412,183.0325
413,138.53500000000003
414,231.84249999999997
415,240.2025
416,279.38
417,161.1875
418,159.98250000000002
419,186.6325
420,151.84
421,122.66250000000002
422,145.26250000000002
423,120.63750000000002
424,225.84749999999997
425,372.6925
426,244.0675
427,207.29
428,208.34250000000003
429,247.63
430,187.43249999999998
431,294.1525
432,85.995
433,186.1475
434,150.29749999999999
435,205.37
436,206.69750000000002
437,180.52749999999997
438,208.2425
439,226.7325
440,248.2475
441,258.355
442,180.84749999999997
443,183.0475
444,206.26999999999998
445,250.7375
446,321.51
447,174.075
448,136.60999999999999
449,165.1025
450,202.245
451,183.85500000000002
452,249.77249999999998
453,168.9775
454,266.37249999999995
455,187.49749999999997
456,271.46
457,151.99500000000003
458,150.51749999999998
459,289.66999999999996
460,216.07
461,226.57750000000004
462,192.79749999999999
463,166.81249999999997
464,244.96499999999997
465,192.18
466,202.9225
467,205.26999999999998
468,302.7575
469,213.6825
470,208.64499999999998
471,165.23
472,149.5125
473,220.4275
474,233.0175
475,139.9975
476,207.80249999999995
477,215.5475
478,314.24
479,294.35
480,229.5025
481,233.6825
482,216.87
483,177.02999999999997
484,239.6775
485,320.585
486,209.5375
487,188.5525
488,180.13499999999996
489,238.89749999999998
490,228.72000000000003
491,86.27250000000001
492,193.89749999999998
493,293.48
494,168.76749999999998
495,287.385
496,255.04249999999996
497,314.9425
498,185.52999999999997
499,195.1175
500,257.795
501,189.01000000000002
502,237.62750000000003
503,273.36249999999995
504,255.10250000000002
505,115.76000000000002
506,239.78250000000003
507,164.78249999999997
508,97.52000000000001
509,183.12499999999997
510,255.195
511,166.65249999999997
512,335.2
513,174.88000000000002
514,241.05750000000003
515,185.74749999999997
516,180.54000000000002
517,210.04999999999998
518,275.21750000000003
519,289.3075
520,285.78999999999996
521,213.78250000000003
522,255.66750000000002
523,259.02250000000004
524,244.79249999999996
525,253.1875
526,232.19
527,248.5025
528,279.32000000000005
529,259.40999999999997
530,222.34499999999997
531,215.48750000000004
532,213.92499999999998
533,142.82000000000002
534,107.06
535,191.225
536,248.88000000000002
537,207.6425
538,160.22249999999997
539,228.625
540,202.02249999999998
541,260.3075
542,319.93
543,159.91750000000002
544,213.47500000000002
545,196.285
546,216.295
547,320.0775
548,272.78
549,262.82
550,192.925
551,188.59000000000003
552,278.075
553,193.92999999999998
554,239.10499999999996
555,193.39500000000004
556,128.55749999999998
557,309.8425
558,232.8125
559,228.4275
560,160.465
561,271.77500000000003
562,116.41250000000002
563,300.6725
564,216.97250000000003
565,205.20750000000004
566,217.13
567,179.545
568,254.4325
569,179.54000000000002
570,189.26999999999998
571,211.0375
572,185.94750000000002
573,205.66000000000003
574,249.5775
575,236.93500000000003
576,294.125
577,200.765
578,209.70499999999998
579,131.13750000000002
580,220.0975
581,208.22250000000003
582,227.27
583,181.4825
584,322.84
585,257.935
586,223.34500000000003
587,161.7525
588,228.90750000000003
589,215.53
590,238.505
591,203.52750000000003
592,280.89500000000004
593,280.13
594,134.22750000000002
595,139.06500000000003
596,159.96
597,282.0325
598,191.55249999999998
599,250.40999999999997
600,173.53
601,159.99499999999998
602,224.825
603,212.44
604,175.7875
605,301.79
606,245.91250000000002
607,247.65499999999997
608,177.97000000000003
609,231.10250000000002
610,164.44500000000002
611,192.12000000000003
612,155.3775
613,229.77499999999998
614,213.64249999999998
615,252.87
616,253.52249999999998
617,204.61749999999998
618,232.10000000000002
619,224.40750000000003
620,255.45499999999998
621,273.5775
622,171.43500000000003
623,162.89249999999998
624,204.9525
625,165.18
626,194.14249999999998
627,194.86
628,199.6375
629,215.035
630,172.03
631,292.2625
632,262.85
633,238.7975
634,160.28250000000003
635,189.17499999999998
636,299.6675
637,215.51999999999998
638,251.59250000000003
639,224.7925
640,134.8875
641,210.2575
642,204.6275
643,207.39499999999998
644,199.0
645,258.7875
646,278.375
647,240.2025
648,250.13
649,183.10000000000002
650,324.245
651,309.765
652,229.75
653,259.9375
654,230.04
655,227.945
656,163.52249999999998
657,227.84249999999997
658,263.94
659,186.75500000000002
660,234.90249999999997
661,232.01749999999998
662,243.2675
663,244.45250000000004
664,78.2225
665,213.75500000000002
666,241.17749999999998
667,276.9
668,301.785
669,261.875
670,242.1525
671,145.4325
672,192.68250000000003
673,180.365
674,255.0475
675,222.48999999999998
676,255.10000000000002
677,251.935
678,233.44
679,203.69
680,217.09749999999997
681,204.0475
682,235.66000000000003
683,174.1575
684,250.4675
685,140.595
686,156.44749999999996
687,282.14
688,218.8825
689,129.40500000000003
690,225.63000000000002
691,221.76750000000004
692,235.34999999999997
693,277.345
694,152.1425
695,216.34000000000003
696,162.39000000000001
697,212.10500000000002
698,132.08
699,186.1375
700,155.91
701,267.8325
702,204.53750000000002
703,160.70250000000001
704,209.0375
705,163.66750000000002
706,173.67
707,276.0875
708,241.6
709,335.8825
710,185.7025
711,237.54000000000002
712,249.95499999999998
713,277.90999999999997
714,200.40750000000003
715,274.79999999999995
716,230.5275
717,179.19750000000002
718,223.16000000000003
719,214.93249999999998
720,202.815
721,229.3075
722,169.2425
723,256.515
724,285.90999999999997
725,123.88750000000002
726,239.6325
727,222.67000000000002
728,242.88
729,230.52000000000004
730,98.97749999999999
731,268.4575
732,159.6025
733,278.8775
734,179.1975
735,178.62
736,209.5325
737,272.2425
738,269.4775
739,253.9275
740,238.3375
741,216.82250000000002
742,192.80000000000004
743,203.465
744,227.00750000000002
745,230.38750000000002
746,224.4925
747,305.26750000000004
748,233.0825
749,179.33249999999998
750,247.95749999999998
751,297.73499999999996
752,278.7175
753,264.07
754,154.33499999999998
755,202.01749999999998
756,264.9225
757,185.50750000000002
758,303.635
759,260.58
760,253.175
761,205.90750000000003
762,279.01
763,266.07
764,244.835
765,266.7575
766,284.74
767,213.2675
768,235.405
769,251.5575
770,188.48499999999999
771,199.75750000000002
772,224.76000000000002
773,118.07499999999999
774,186.92499999999998
775,236.5125
776,302.975
777,136.26999999999998
778,243.9
779,236.5425
780,227.1375
781,162.30999999999997
782,253.50500000000002
783,185.3975
784,175.845
785,219.35500000000002
786,228.15500000000003
787,274.41499999999996
788,224.64249999999998
789,231.585
790,190.13250000000002
791,220.24499999999998
792,276.1075
793,224.055
794,233.0575
795,215.7025
796,132.70999999999998
797,266.22249999999997
798,235.0025
799,122.51999999999998
800,96.095
801,300.15250000000003
802,208.79500000000002
803,224.71999999999997
804,225.7975
805,204.04250000000002
806,272.3425
807,260.64250000000004
808,168.6825
809,201.8925
810,264.055
811,272.1625
812,225.8025
813,184.2525
814,195.02249999999998
815,169.9325
816,178.03749999999997
817,226.0
818,204.39
819,131.69
820,240.4975
821,197.685
822,259.51
823,259.0625
824,170.67499999999998
825,252.7325
826,197.29
827,297.1975
828,191.50250000000003
829,149.355
830,278.905
831,225.50000000000003
832,215.47750000000002
833,93.63249999999996
834,94.8725
835,166.93
836,237.58750000000003
837,153.9275
838,212.02249999999998
839,233.12500000000003
840,99.715
841,114.9025
842,279.855
843,253.1225
844,244.0525
845,213.96500000000003
846,252.68499999999997
847,201.59999999999997
848,191.83999999999997
849,174.66000000000003
850,180.105
851,191.5775
852,231.76749999999998
853,257.4975
854,205.915
855,265.37249999999995
856,133.115
857,216.0625
858,229.39499999999998
859,218.825
860,211.3675
861,257.74
862,142.1275
863,200.8525
864,183.60000000000002
865,270.32
866,299.19500000000005
867,291.1425
868,192.09
869,169.9025
870,183.67499999999998
871,192.835
872,315.9975
873,215.67
874,258.1825
875,185.555
876,192.79500000000002
877,228.84250000000003
878,260.7925
879,267.0575
880,210.95000000000002
881,264.86749999999995
882,237.535
883,179.815
884,241.58500000000004
885,166.665
886,172.155
887,160.29749999999999
888,214.025
889,178.44
890,253.735
891,262.8725
892,162.455
893,158.87249999999997
894,225.9775
895,152.78750000000002
896,218.305
897,199.23250000000002
898,328.3925
899,153.45250000000001
900,259.785
901,192.905
902,118.62
903,160.9275
904,151.74750000000003
905,137.79250000000002
906,145.27
907,148.51749999999998
908,166.73749999999998
909,140.9925
910,187.99500000000003
911,186.5575
912,165.58749999999998
913,235.74
914,183.54250000000002
915,196.69
916,180.27749999999997
917,239.01000000000005
918,178.9925
919,265.43
920,208.59500000000003
921,178.2875
922,306.91499999999996
923,195.865
924,220.91750000000002
925,259.21
926,194.4275
927,238.62
928,281.3575
929,143.15499999999997
930,285.4975
931,252.94
932,237.92249999999999
933,297.835
934,261.8025
935,111.39500000000001
936,184.8675
937,230.76
938,279.02250000000004
939,258.3775
940,251.04249999999996
941,264.20500000000004
942,147.75000000000003
943,259.2875
944,188.57000000000002
945,184.655
946,193.16750000000002
947,204.4325
948,170.14499999999998
949,205.02499999999998
950,210.8925
951,208.3
952,262.8175
953,202.42000000000002
954,240.95750000000004
955,241.96999999999997
956,206.0325
957,185.53499999999997
958,202.45999999999998
959,173.45
960,183.585
961,221.1425
962,250.34249999999997
963,274.71000000000004
964,226.63
965,110.32000000000002
966,180.7
967,358.1925
968,243.3375
969,229.25000000000003
970,222.02499999999998
971,175.315
972,216.1775
973,269.6325
974,246.31
975,203.3575
976,280.105
977,235.60000000000002
978,183.035
979,299.80499999999995
980,230.29250000000002
981,332.0625
982,203.89749999999998
983,222.5575
984,229.995
985,180.975
986,205.98000000000002
987,291.5
988,190.51
989,180.32
990,258.28000000000003
991,191.2175
992,206.82
993,203.925
994,214.61
995,224.8175
996,207.91750000000002
997,293.205
998,250.5875
999,178.62999999999997
1000,112.28500000000003
1001,134.685
1002,284.3575
1003,231.6125
1004,254.86
1005,207.89499999999998
1006,216.5975
1007,245.11499999999998
1008,255.25
1009,178.9925
1010,204.40499999999997
1011,244.7
1012,166.015
1013,235.02249999999998
1014,203.805
1015,295.74
1016,179.9025
1017,232.10500000000002
1018,237.16500000000002
1019,166.95
1020,158.51749999999998
1021,208.02
1022,105.59499999999997
1023,198.21499999999997
1024,167.4125
1025,243.45000000000005
1026,336.9375
1027,196.36
1028,190.1925
1029,189.6
1030,191.02499999999998
1031,217.10749999999996
1032,230.47750000000002
1033,248.26
1034,294.2325
1035,250.15500000000003
1036,215.30749999999998
1037,165.94000000000003
1038,274.7975
1039,218.3075
1040,211.195
1041,255.64499999999998
1042,156.905
1043,228.24249999999998
1044,192.695
1045,307.74
1046,212.53249999999997
1047,267.47249999999997
1048,254.825
1049,272.515
1050,210.04749999999996
1051,218.3225
1052,224.615
1053,222.065
1054,149.56249999999997
1055,216.755
1056,162.26999999999998
1057,217.9375
1058,183.3125
1059,219.09250000000003
1060,195.5875
1061,229.28250000000003
1062,263.4
1063,241.50750000000002
1064,155.53750000000002
1065,189.87
1066,228.5075
1067,241.30249999999998
1068,296.40999999999997
1069,336.2275
1070,263.74749999999995
1071,119.14749999999998
1072,264.285
1073,174.715
1074,194.53500000000003
1075,268.03000000000003
1076,260.64750000000004
1077,242.135
1078,193.5925
1079,262.68
1080,205.13
1081,181.93500000000003
1082,226.375
1083,170.26999999999998
1084,187.17
1085,180.65
1086,202.2725
1087,185.3575
1088,253.84999999999997
1089,126.2125
1090,237.87249999999997
1091,215.49749999999997
1092,199.88750000000002
1093,283.9975
1094,150.94
1095,279.0175
1096,270.94
1097,216.48249999999996
1098,220.2325
1099,196.80249999999998
1100,187.94250000000002
1101,254.74749999999997
1102,194.09249999999997
1103,234.62749999999997
1104,182.59
1105,281.705
1106,182.2325
1107,219.28499999999997
1108,275.985
1109,107.49000000000001
1110,208.615
1111,156.88249999999996
1112,300.87
1113,319.38750000000005
1114,233.15749999999997
1115,259.58
1116,252.055
1117,307.3625
1118,205.76250000000005
1119,229.5025
1120,280.11
1121,180.31250000000003
1122,145.2325
1123,198.87
1124,266.41499999999996
1125,225.685
1126,293.38
1127,253.555
1128,208.09249999999997
1129,208.9575
1130,119.19750000000002
1131,167.635
1132,346.4575
1133,192.8575
1134,233.63500000000002
1135,258.3375
1136,196.0425
1137,137.315
1138,167.39
1139,192.08249999999998
1140,212.26250000000002
1141,232.4475
1142,146.605
1143,214.54500000000002
1144,176.79000000000002
1145,224.20000000000005
1146,211.74
1147,206.1225
1148,212.2175
1149,270.1
1150,284.4175
1151,233.12750000000003
1152,138.44500000000002
1153,232.64749999999998
1154,189.97000000000003
1155,28.077500000000015
1156,269.85249999999996
1157,238.83
1158,204.745
1159,188.9275
1160,286.90749999999997
1161,217.23499999999996
1162,159.2375
1163,274.13750000000005
1164,226.65250000000003
1165,304.2075
1166,213.07000000000002
1167,207.6275
1168,266.41249999999997
1169,230.4975
1170,267.7425
1171,245.5525
1172,264.7325
1173,225.22750000000002
1174,185.34249999999997
1175,237.22750000000002
1176,118.35750000000002
1177,236.99
1178,203.16500000000002
1179,172.18249999999998
1180,241.6425
1181,294.0875
1182,267.175
1183,215.15500000000003
1184,180.27750000000003
1185,242.20749999999998
1186,180.375
1187,136.89500000000004
1188,150.055
1189,210.95999999999998
1190,241.70749999999998
1191,249.8725
1192,292.965
1193,164.7825
1194,154.34
1195,167.01999999999998
1196,260.46500000000003
1197,207.29000000000002
1198,163.69750000000002
1199,222.37
1200,222.34750000000003
1201,289.86
1202,219.41500000000002
1203,199.3225
1204,221.33249999999998
1205,154.71749999999997
1206,186.4025
1207,290.5725
1208,250.10249999999996
1209,140.56750000000002
1210,170.06249999999997
1211,298.15999999999997
1212,231.70749999999998
1213,222.43
1214,227.64
1215,204.55749999999998
1216,277.2675
1217,262.9525
1218,198.40499999999997
1219,263.8025
1220,231.94
1221,158.04
1222,193.315
1223,240.46999999999997
1224,231.32999999999998
1225,260.54999999999995
1226,201.6225
1227,218.6925
1228,217.145
1229,146.90750000000003
1230,272.83500000000004
1231,87.3125
1232,226.665
1233,181.01500000000001
1234,249.13750000000002
1235,258.08250000000004
1236,149.80250000000004
1237,226.32250000000002
1238,258.0025
1239,114.35249999999999
1240,131.60000000000002
1241,180.2025
1242,219.35750000000002
1243,207.60749999999996
1244,269.49749999999995
1245,213.51749999999998
1246,202.4025
1247,222.1175
1248,174.1525
1249,244.06
1250,252.69
1251,261.405
1252,168.2
1253,224.315
1254,214.71999999999997
1255,287.17
1256,147.18999999999997
1257,304.66499999999996
1258,223.31750000000002
1259,291.27
1260,172.8575
1261,198.3325
1262,133.775
1263,230.68749999999997
1264,208.825
1265,256.54999999999995
1266,242.1775
1267,202.52499999999998
1268,159.46
1269,258.455
1270,201.53000000000003
1271,247.47000000000003
1272,227.21249999999998
1273,227.5025
1274,240.8875
1275,245.6025
1276,305.005
1277,295.5725
1278,270.06499999999994
1279,128.70000000000002
1280,98.21000000000001
1281,191.82
1282,250.4225
1283,256.73
1284,184.2625
1285,146.7475
1286,208.09000000000003
1287,116.42999999999998
1288,241.59499999999997
1289,98.495
1290,197.305
1291,190.9875
1292,160.30749999999998
1293,222.5625
1294,184.17249999999999
1295,146.44750000000002
1296,185.10250000000002
1297,277.315
1298,201.735
1299,211.59999999999997
1300,84.58250000000001
1301,231.75750000000002
1302,278.415
1303,239.65750000000003
1304,259.5025
1305,177.70750000000004
1306,204.755
1307,325.645
1308,186.0
1309,241.1225
1310,339.9625
1311,179.4725
1312,280.28999999999996
1313,211.29000000000002
1314,180.42749999999998
1315,240.4825
1316,172.4475
1317,274.5625
1318,219.02500000000003
1319,201.51999999999998
1320,163.49249999999998
1321,223.3825
1322,130.50249999999997
1323,242.26
1324,233.95000000000002
1325,190.7425
1326,232.06250000000003
1327,186.30499999999998
1328,235.39750000000004
1329,202.4875
1330,205.96499999999997
1331,172.685
1332,30.60499999999999
1333,182.19500000000002
1334,250.73000000000002
1335,198.49749999999997
1336,215.69000000000003
1337,145.12
1338,178.35999999999999
1339,187.77749999999997
1340,191.9525
1341,244.255
1342,193.52249999999998
1343,178.175
1344,155.71000000000004
1345,204.4325
1346,274.265
1347,218.61
1348,225.21749999999997
1349,206.09250000000003
1350,192.59249999999997
1351,99.9325
1352,255.695
1353,110.85
1354,331.11
1355,234.305
1356,269.3475
1357,230.85500000000002
1358,211.66250000000002
1359,285.66999999999996
1360,217.6875
1361,190.29249999999996
1362,274.66499999999996
1363,268.8725
1364,166.025
1365,206.1525
1366,202.09750000000003
1367,289.38750000000005
1368,214.97749999999996
1369,193.32
1370,159.47500000000002
1371,240.19250000000002
1372,311.26
1373,192.02249999999998
1374,153.83749999999998
1375,196.17749999999998
1376,237.0075
1377,288.855
1378,287.415
1379,307.09749999999997
1380,249.75
1381,307.90999999999997
1382,246.325
1383,259.0025
1384,225.78249999999997
1385,202.59
1386,193.70999999999998
1387,223.40500000000003
1388,152.98000000000002
1389,238.76999999999998
1390,194.20999999999998
1391,167.725
1392,152.37500000000003
1393,339.02250000000004
1394,164.5525
1395,136.76500000000001
1396,227.14499999999998
1397,242.8625
1398,199.145
1399,258.2375
1400,217.5975
1401,207.35750000000002
1402,142.1775
1403,232.77749999999997
1404,149.57500000000002
1405,253.53750000000002
1406,230.67
1407,236.73999999999998
1408,230.0025
1409,176.94500000000002
1410,248.2575
1411,188.8575
1412,240.14000000000004
1413,179.535
1414,225.69
1415,199.7675
1416,246.07250000000002
1417,220.70999999999998
1418,216.15750000000003
1419,190.43250000000003
1420,217.6825
1421,248.995
1422,168.46249999999998
1423,230.34249999999997
1424,332.4075
1425,168.9875
1426,224.85000000000002
1427,186.21249999999998
1428,220.5775
1429,162.01500000000001
1430,176.5125
1431,175.545
1432,160.0575
1433,204.50499999999997
1434,230.18249999999998
1435,265.45500000000004
1436,178.875
1437,171.4925
1438,247.26999999999998
1439,231.10749999999996
1440,318.97499999999997
1441,270.36749999999995
1442,92.72499999999997
1443,299.28
1444,238.59500000000003
1445,254.4225
1446,241.47500000000002
1447,207.0825
1448,289.4125
1449,188.41000000000003
1450,216.43249999999998
1451,237.675
1452,190.24
1453,193.8025
1454,186.11249999999998
1455,215.17
1456,154.7325
1457,208.76749999999998
1458,137.0025
1459,204.1975
1460,224.2475
1461,218.6
1462,134.44500000000002
1463,153.75750000000002
1464,196.99
1465,195.64000000000001
1466,205.62499999999997
1467,259.88250000000005
1468,228.60500000000002
1469,375.425
1470,203.91
1471,237.14999999999998
1472,239.64249999999998
1473,234.815
1474,168.84750000000003
1475,201.8025
1476,303.645
1477,179.22500000000002
1478,187.97249999999997
1479,186.37249999999997
1480,235.175
1481,260.49750000000006
1482,255.6775
1483,194.23750000000004
1484,151.86250000000004
1485,206.34499999999997
1486,171.68750000000003
1487,170.255
1488,141.72750000000002
1489,203.86
1490,273.27
1491,236.23250000000002
1492,241.64750000000004
1493,293.7325
1494,219.3875
1495,226.8675
1496,136.35500000000002
1497,191.99
1498,240.26500000000001
1499,195.3125
1500,195.59249999999997
1501,316.93
1502,199.25750000000002
1503,275.16999999999996
1504,232.665
1505,241.02
1506,141.1675
1507,227.6175
1508,240.0625
1509,225.3825
1510,103.05000000000001
1511,161.82999999999998
1512,222.33999999999997
1513,174.0725
1514,174.30749999999998
1515,171.64500000000004
1516,214.1325
1517,168.695
1518,249.185
1519,231.84999999999997
1520,196.23250000000002
1521,155.37750000000003
1522,296.16
1523,198.9275
1524,256.005
1525,162.56749999999997
1526,205.90250000000003
1527,312.92999999999995
1528,174.005
1529,282.4475
1530,228.0025
1531,322.83
1532,266.60499999999996
1533,275.5875
1534,237.29000000000002
1535,191.92999999999998
1536,239.73499999999999
1537,183.65749999999997
1538,288.3425
1539,305.03
1540,222.73000000000002
1541,231.555
1542,286.1425
1543,206.0525
1544,270.28249999999997
1545,218.13
1546,207.51749999999998
1547,191.70749999999998
1548,230.1325
1549,162.81
1550,248.13
1551,163.48250000000002
1552,172.07000000000002
1553,254.45999999999998
1554,240.4325
1555,249.4225
1556,208.315
1557,273.575
1558,252.37500000000003
1559,217.89249999999998
1560,135.5475
1561,218.3
1562,175.60999999999999
1563,178.77
1564,162.8675
1565,224.89750000000004
1566,212.68499999999997
1567,242.95000000000002
1568,227.60000000000002
1569,166.485
1570,172.46250000000003
1571,196.57
1572,224.8375
1573,219.55499999999998
1574,175.28499999999997
1575,305.2125
1576,279.05499999999995
1577,196.5175
1578,191.14749999999998
1579,148.74749999999997
1580,184.0125
1581,217.9325
1582,141.805
1583,307.0625
1584,221.13
1585,184.115
1586,202.2575
1587,146.4
1588,277.2075
1589,251.28750000000002
1590,195.64
1591,223.85250000000002
1592,221.505
1593,234.8225
1594,160.075
1595,182.23000000000002
1596,247.53750000000002
1597,220.21750000000003
1598,113.86249999999998
1599,281.54499999999996
1600,217.3175
1601,218.875
1602,143.78
1603,240.77749999999997
1604,132.68250000000003
1605,297.6975
1606,218.67499999999998
1607,191.74
1608,173.3275
1609,247.64749999999998
1610,227.245
1611,239.675
1612,233.95250000000004
1613,272.87
1614,248.0575
1615,218.32
1616,284.03
1617,224.96999999999997
1618,278.6675
1619,189.46000000000004
1620,174.4675
1621,214.57999999999998
1622,239.19750000000002
1623,257.8
1624,131.8075
1625,259.15
1626,214.36
1627,257.53
1628,262.65999999999997
1629,213.5025
1630,128.1725
1631,209.3375
1632,235.575
1633,296.815
1634,170.79
1635,291.205
1636,241.6875
1637,166.95000000000002
1638,210.0225
1639,274.1925
1640,209.24249999999998
1641,157.24
1642,165.43
1643,194.23999999999998
1644,242.27499999999998
1645,184.65500000000003
1646,306.41749999999996
1647,177.53750000000002
1648,174.8325
1649,177.825
