"sector","industry","density_q","r_m","M_obs"
"CNS07","Retail Trade","Q1_low",350,0.472919823698369
"CNS07","Retail Trade","Q1_low",400,0.526282657151171
"CNS07","Retail Trade","Q1_low",450,0.577369344051482
"CNS07","Retail Trade","Q1_low",500,0.627438271840584
"CNS07","Retail Trade","Q1_low",550,0.682126080627885
"CNS07","Retail Trade","Q1_low",600,0.714318104743305
"CNS07","Retail Trade","Q1_low",650,0.741891097415722
"CNS07","Retail Trade","Q1_low",700,0.78479819809412
"CNS07","Retail Trade","Q1_low",750,0.810144407368791
"CNS07","Retail Trade","Q1_low",800,0.81580959523442
"CNS07","Retail Trade","Q1_low",850,0.845333081257847
"CNS07","Retail Trade","Q1_low",900,0.859806141122232
"CNS07","Retail Trade","Q1_low",950,0.87148683940131
"CNS07","Retail Trade","Q1_low",1000,0.89058705747491
"CNS07","Retail Trade","Q1_low",1050,0.905252077816644
"CNS07","Retail Trade","Q1_low",1100,0.925397396827113
"CNS07","Retail Trade","Q1_low",1150,0.94181606187934
"CNS07","Retail Trade","Q1_low",1200,0.943696403983779
"CNS07","Retail Trade","Q1_low",1250,0.949853842673157
"CNS07","Retail Trade","Q1_low",1300,0.971458039543036
"CNS07","Retail Trade","Q1_low",1350,0.971770548075211
"CNS07","Retail Trade","Q1_low",1400,0.971572109041397
"CNS07","Retail Trade","Q1_low",1450,0.980936779521485
"CNS07","Retail Trade","Q1_low",1500,1.00386655415937
"CNS07","Retail Trade","Q1_low",1550,1.00164326883837
"CNS07","Retail Trade","Q1_low",1600,1.01259973909661
"CNS07","Retail Trade","Q1_low",1650,1.00972668964945
"CNS07","Retail Trade","Q1_low",1700,1.01248369215019
"CNS07","Retail Trade","Q1_low",1750,1.01066187727237
"CNS07","Retail Trade","Q1_low",1800,1.01016429322938
"CNS07","Retail Trade","Q1_low",1850,1.01750484279648
"CNS07","Retail Trade","Q1_low",1900,1.02698992724587
"CNS07","Retail Trade","Q1_low",1950,1.02617658723459
"CNS07","Retail Trade","Q1_low",2000,1.02857713997895
"CNS07","Retail Trade","Q1_low",2050,1.03037221021083
"CNS07","Retail Trade","Q1_low",2100,1.03582858146057
"CNS07","Retail Trade","Q1_low",2150,1.03299412990712
"CNS07","Retail Trade","Q1_low",2200,1.03495298387544
"CNS07","Retail Trade","Q1_low",2250,1.03831546410907
"CNS07","Retail Trade","Q1_low",2300,1.04169694758411
"CNS07","Retail Trade","Q1_low",2350,1.04786242406947
"CNS07","Retail Trade","Q1_low",2400,1.05105125890822
"CNS07","Retail Trade","Q1_low",2450,1.0572991611745
"CNS07","Retail Trade","Q1_low",2500,1.05213279265555
"CNS07","Retail Trade","Q1_low",2550,1.05656931660921
"CNS07","Retail Trade","Q1_low",2600,1.05953845888842
"CNS07","Retail Trade","Q1_low",2650,1.05672866459646
"CNS07","Retail Trade","Q1_low",2700,1.05377691983188
"CNS07","Retail Trade","Q1_low",2750,1.05311618839676
"CNS07","Retail Trade","Q1_low",2800,1.05447049307629
"CNS07","Retail Trade","Q1_low",2850,1.0531175694337
"CNS07","Retail Trade","Q1_low",2900,1.05221659678319
"CNS07","Retail Trade","Q1_low",2950,1.048882110836
"CNS07","Retail Trade","Q1_low",3000,1.04514498897913
"CNS07","Retail Trade","Q1_low",3050,1.04506108861685
"CNS07","Retail Trade","Q1_low",3100,1.04602009907787
"CNS07","Retail Trade","Q1_low",3150,1.04559942104585
"CNS07","Retail Trade","Q1_low",3200,1.04677321658521
"CNS07","Retail Trade","Q1_low",3250,1.0468168516558
"CNS07","Retail Trade","Q1_low",3300,1.04279312473441
"CNS07","Retail Trade","Q1_low",3350,1.04720186057635
"CNS07","Retail Trade","Q1_low",3400,1.04369216091987
"CNS07","Retail Trade","Q1_low",3450,1.04157593663341
"CNS07","Retail Trade","Q1_low",3500,1.04490430161286
"CNS07","Retail Trade","Q1_low",3550,1.04411527542621
"CNS07","Retail Trade","Q1_low",3600,1.04809610545359
"CNS07","Retail Trade","Q1_low",3650,1.04648715264963
"CNS07","Retail Trade","Q1_low",3700,1.04794554780952
"CNS07","Retail Trade","Q1_low",3750,1.05207107204098
"CNS07","Retail Trade","Q1_low",3800,1.05111021903418
"CNS07","Retail Trade","Q1_low",3850,1.04838367649262
"CNS07","Retail Trade","Q1_low",3900,1.04475796998661
"CNS07","Retail Trade","Q1_low",3950,1.04636291524027
"CNS07","Retail Trade","Q1_low",4000,1.04708499335328
"CNS07","Retail Trade","Q1_low",4050,1.04734360953084
"CNS07","Retail Trade","Q1_low",4100,1.04894472726841
"CNS07","Retail Trade","Q1_low",4150,1.05254815787535
"CNS07","Retail Trade","Q1_low",4200,1.04925849114384
"CNS07","Retail Trade","Q1_low",4250,1.05271665533289
"CNS07","Retail Trade","Q1_low",4300,1.05161198296214
"CNS07","Retail Trade","Q1_low",4350,1.04824763881908
"CNS07","Retail Trade","Q1_low",4400,1.04932170496531
"CNS07","Retail Trade","Q1_low",4450,1.04563495221947
"CNS07","Retail Trade","Q1_low",4500,1.04301690421352
"CNS07","Retail Trade","Q1_low",4550,1.0418626546469
"CNS07","Retail Trade","Q1_low",4600,1.04143140884441
"CNS07","Retail Trade","Q1_low",4650,1.03723929314592
"CNS07","Retail Trade","Q1_low",4700,1.03827128257293
"CNS07","Retail Trade","Q1_low",4750,1.03350388620396
"CNS07","Retail Trade","Q1_low",4800,1.03176186661721
"CNS07","Retail Trade","Q1_low",4850,1.03111764553864
"CNS07","Retail Trade","Q1_low",4900,1.02790804129527
"CNS07","Retail Trade","Q1_low",4950,1.0268662472738
"CNS07","Retail Trade","Q1_low",5000,1.02710988138965
"CNS07","Retail Trade","Q2",0,0
"CNS07","Retail Trade","Q2",50,0.0124309212955149
"CNS07","Retail Trade","Q2",100,0.107147119177002
"CNS07","Retail Trade","Q2",150,0.212881514767932
"CNS07","Retail Trade","Q2",200,0.291202217041345
"CNS07","Retail Trade","Q2",250,0.393169101337998
"CNS07","Retail Trade","Q2",300,0.467948858160515
"CNS07","Retail Trade","Q2",350,0.534861653317018
"CNS07","Retail Trade","Q2",400,0.60045679901149
"CNS07","Retail Trade","Q2",450,0.661202040766152
"CNS07","Retail Trade","Q2",500,0.718486161146389
"CNS07","Retail Trade","Q2",550,0.750263293254091
"CNS07","Retail Trade","Q2",600,0.781045440979072
"CNS07","Retail Trade","Q2",650,0.800750974612753
"CNS07","Retail Trade","Q2",700,0.829881127894368
"CNS07","Retail Trade","Q2",750,0.861795160431891
"CNS07","Retail Trade","Q2",800,0.893286426719413
"CNS07","Retail Trade","Q2",850,0.911673258306074
"CNS07","Retail Trade","Q2",900,0.919461104722999
"CNS07","Retail Trade","Q2",950,0.933975261530056
"CNS07","Retail Trade","Q2",1000,0.956322817128482
"CNS07","Retail Trade","Q2",1050,0.968888048609462
"CNS07","Retail Trade","Q2",1100,0.970442612690673
"CNS07","Retail Trade","Q2",1150,0.963807983909394
"CNS07","Retail Trade","Q2",1200,0.970024165696366
"CNS07","Retail Trade","Q2",1250,0.978505480917689
"CNS07","Retail Trade","Q2",1300,0.982545023279145
"CNS07","Retail Trade","Q2",1350,0.983478079902127
"CNS07","Retail Trade","Q2",1400,0.99023515673498
"CNS07","Retail Trade","Q2",1450,0.9952008175009
"CNS07","Retail Trade","Q2",1500,0.999702776138218
"CNS07","Retail Trade","Q2",1550,0.996947310252841
"CNS07","Retail Trade","Q2",1600,0.996835844565764
"CNS07","Retail Trade","Q2",1650,1.00134157315984
"CNS07","Retail Trade","Q2",1700,1.00858550325507
"CNS07","Retail Trade","Q2",1750,1.01103166713335
"CNS07","Retail Trade","Q2",1800,1.01938827551149
"CNS07","Retail Trade","Q2",1850,1.0201837347501
"CNS07","Retail Trade","Q2",1900,1.02370566894043
"CNS07","Retail Trade","Q2",1950,1.0257256568567
"CNS07","Retail Trade","Q2",2000,1.02729056305369
"CNS07","Retail Trade","Q2",2050,1.02500975563695
"CNS07","Retail Trade","Q2",2100,1.02853807897675
"CNS07","Retail Trade","Q2",2150,1.03639101379667
"CNS07","Retail Trade","Q2",2200,1.03765228435203
"CNS07","Retail Trade","Q2",2250,1.03548703224479
"CNS07","Retail Trade","Q2",2300,1.03574883970326
"CNS07","Retail Trade","Q2",2350,1.03093942428745
"CNS07","Retail Trade","Q2",2400,1.03147776210253
"CNS07","Retail Trade","Q2",2450,1.03112581591613
"CNS07","Retail Trade","Q2",2500,1.02976836026092
"CNS07","Retail Trade","Q2",2550,1.02972653619734
"CNS07","Retail Trade","Q2",2600,1.02645499811062
"CNS07","Retail Trade","Q2",2650,1.02822680392105
"CNS07","Retail Trade","Q2",2700,1.02772859214123
"CNS07","Retail Trade","Q2",2750,1.02788784017911
"CNS07","Retail Trade","Q2",2800,1.03304628208484
"CNS07","Retail Trade","Q2",2850,1.03348912409093
"CNS07","Retail Trade","Q2",2900,1.0321202059594
"CNS07","Retail Trade","Q2",2950,1.03285801057675
"CNS07","Retail Trade","Q2",3000,1.03198426957791
"CNS07","Retail Trade","Q2",3050,1.03064703250304
"CNS07","Retail Trade","Q2",3100,1.02817394909648
"CNS07","Retail Trade","Q2",3150,1.03022969522198
"CNS07","Retail Trade","Q2",3200,1.02831727198518
"CNS07","Retail Trade","Q2",3250,1.03110856884997
"CNS07","Retail Trade","Q2",3300,1.03125739430875
"CNS07","Retail Trade","Q2",3350,1.02992563964244
"CNS07","Retail Trade","Q2",3400,1.03136034008299
"CNS07","Retail Trade","Q2",3450,1.03122405605854
"CNS07","Retail Trade","Q2",3500,1.03262430427893
"CNS07","Retail Trade","Q2",3550,1.03434455466393
"CNS07","Retail Trade","Q2",3600,1.03534109526143
"CNS07","Retail Trade","Q2",3650,1.03356226738044
"CNS07","Retail Trade","Q2",3700,1.03252757507205
"CNS07","Retail Trade","Q2",3750,1.03370458945143
"CNS07","Retail Trade","Q2",3800,1.03293879675461
"CNS07","Retail Trade","Q2",3850,1.03365106477545
"CNS07","Retail Trade","Q2",3900,1.0353214304437
"CNS07","Retail Trade","Q2",3950,1.03809817416645
"CNS07","Retail Trade","Q2",4000,1.04127222641219
"CNS07","Retail Trade","Q2",4050,1.04319704934059
"CNS07","Retail Trade","Q2",4100,1.04150642425041
"CNS07","Retail Trade","Q2",4150,1.04097107614027
"CNS07","Retail Trade","Q2",4200,1.04167256874361
"CNS07","Retail Trade","Q2",4250,1.03925770600443
"CNS07","Retail Trade","Q2",4300,1.03608588001529
"CNS07","Retail Trade","Q2",4350,1.03686149456666
"CNS07","Retail Trade","Q2",4400,1.03814434290186
"CNS07","Retail Trade","Q2",4450,1.03880140898086
"CNS07","Retail Trade","Q2",4500,1.03982476958283
"CNS07","Retail Trade","Q2",4550,1.04061803931833
"CNS07","Retail Trade","Q2",4600,1.04161867381941
"CNS07","Retail Trade","Q2",4650,1.04197779289075
"CNS07","Retail Trade","Q2",4700,1.04218236544024
"CNS07","Retail Trade","Q2",4750,1.04175846949053
"CNS07","Retail Trade","Q2",4800,1.0406728336425
"CNS07","Retail Trade","Q2",4850,1.04138439153387
"CNS07","Retail Trade","Q2",4900,1.04134337558557
"CNS07","Retail Trade","Q2",4950,1.04057837116576
"CNS07","Retail Trade","Q2",5000,1.03806925575243
"CNS07","Retail Trade","Q3",0,0
"CNS07","Retail Trade","Q3",50,0.00368106976780923
"CNS07","Retail Trade","Q3",100,0.175043761870206
"CNS07","Retail Trade","Q3",150,0.392468912411417
"CNS07","Retail Trade","Q3",200,0.552129925887818
"CNS07","Retail Trade","Q3",250,0.673271084182893
"CNS07","Retail Trade","Q3",300,0.764734187064195
"CNS07","Retail Trade","Q3",350,0.84044304064373
"CNS07","Retail Trade","Q3",400,0.905249013375886
"CNS07","Retail Trade","Q3",450,0.957312607637379
"CNS07","Retail Trade","Q3",500,0.984838152847267
"CNS07","Retail Trade","Q3",550,1.01637277441046
"CNS07","Retail Trade","Q3",600,1.04259999884683
"CNS07","Retail Trade","Q3",650,1.05914782089201
"CNS07","Retail Trade","Q3",700,1.0844393906519
"CNS07","Retail Trade","Q3",750,1.09898557763197
"CNS07","Retail Trade","Q3",800,1.10672285940792
"CNS07","Retail Trade","Q3",850,1.11699112857935
"CNS07","Retail Trade","Q3",900,1.13123686735199
"CNS07","Retail Trade","Q3",950,1.1327001230897
"CNS07","Retail Trade","Q3",1000,1.13126989790274
"CNS07","Retail Trade","Q3",1050,1.12922483767631
"CNS07","Retail Trade","Q3",1100,1.13782949818917
"CNS07","Retail Trade","Q3",1150,1.1416870714551
"CNS07","Retail Trade","Q3",1200,1.14298957862229
"CNS07","Retail Trade","Q3",1250,1.14341213126052
"CNS07","Retail Trade","Q3",1300,1.14422886042427
"CNS07","Retail Trade","Q3",1350,1.14498975482068
"CNS07","Retail Trade","Q3",1400,1.15070898505087
"CNS07","Retail Trade","Q3",1450,1.14993237053487
"CNS07","Retail Trade","Q3",1500,1.150461461288
"CNS07","Retail Trade","Q3",1550,1.15187657930647
"CNS07","Retail Trade","Q3",1600,1.15883678578851
"CNS07","Retail Trade","Q3",1650,1.15762568061506
"CNS07","Retail Trade","Q3",1700,1.16184533366899
"CNS07","Retail Trade","Q3",1750,1.16336527824935
"CNS07","Retail Trade","Q3",1800,1.16566669003027
"CNS07","Retail Trade","Q3",1850,1.16925872202267
"CNS07","Retail Trade","Q3",1900,1.16845014504571
"CNS07","Retail Trade","Q3",1950,1.16790554272978
"CNS07","Retail Trade","Q3",2000,1.16568131796945
"CNS07","Retail Trade","Q3",2050,1.16714919640257
"CNS07","Retail Trade","Q3",2100,1.16644519643921
"CNS07","Retail Trade","Q3",2150,1.16566167789088
"CNS07","Retail Trade","Q3",2200,1.16664963371922
"CNS07","Retail Trade","Q3",2250,1.16270895276638
"CNS07","Retail Trade","Q3",2300,1.16591559967509
"CNS07","Retail Trade","Q3",2350,1.16724940803007
"CNS07","Retail Trade","Q3",2400,1.16667170212933
"CNS07","Retail Trade","Q3",2450,1.1656709303828
"CNS07","Retail Trade","Q3",2500,1.16507384858472
"CNS07","Retail Trade","Q3",2550,1.16334487133735
"CNS07","Retail Trade","Q3",2600,1.16152540576052
"CNS07","Retail Trade","Q3",2650,1.16264994705862
"CNS07","Retail Trade","Q3",2700,1.16346549094856
"CNS07","Retail Trade","Q3",2750,1.16476116863853
"CNS07","Retail Trade","Q3",2800,1.16683681836414
"CNS07","Retail Trade","Q3",2850,1.16702396331697
"CNS07","Retail Trade","Q3",2900,1.16499778306601
"CNS07","Retail Trade","Q3",2950,1.16527413584691
"CNS07","Retail Trade","Q3",3000,1.16335739814815
"CNS07","Retail Trade","Q3",3050,1.15972976618983
"CNS07","Retail Trade","Q3",3100,1.15940054006691
"CNS07","Retail Trade","Q3",3150,1.15908193261741
"CNS07","Retail Trade","Q3",3200,1.15947506585646
"CNS07","Retail Trade","Q3",3250,1.15992584229427
"CNS07","Retail Trade","Q3",3300,1.15890697159497
"CNS07","Retail Trade","Q3",3350,1.15799230691771
"CNS07","Retail Trade","Q3",3400,1.15816495799997
"CNS07","Retail Trade","Q3",3450,1.15643109594993
"CNS07","Retail Trade","Q3",3500,1.15578743743167
"CNS07","Retail Trade","Q3",3550,1.15535146584679
"CNS07","Retail Trade","Q3",3600,1.15590398425423
"CNS07","Retail Trade","Q3",3650,1.15418157357213
"CNS07","Retail Trade","Q3",3700,1.1549134199853
"CNS07","Retail Trade","Q3",3750,1.15552655148152
"CNS07","Retail Trade","Q3",3800,1.15634972511738
"CNS07","Retail Trade","Q3",3850,1.15532829307283
"CNS07","Retail Trade","Q3",3900,1.15440421656879
"CNS07","Retail Trade","Q3",3950,1.15443024808375
"CNS07","Retail Trade","Q3",4000,1.15649463408669
"CNS07","Retail Trade","Q3",4050,1.15631102741318
"CNS07","Retail Trade","Q3",4100,1.15671202488668
"CNS07","Retail Trade","Q3",4150,1.15724824721763
"CNS07","Retail Trade","Q3",4200,1.15748052300462
"CNS07","Retail Trade","Q3",4250,1.1582510299204
"CNS07","Retail Trade","Q3",4300,1.15782847116471
"CNS07","Retail Trade","Q3",4350,1.15790723358531
"CNS07","Retail Trade","Q3",4400,1.15766738315824
"CNS07","Retail Trade","Q3",4450,1.15741804423797
"CNS07","Retail Trade","Q3",4500,1.15751916502104
"CNS07","Retail Trade","Q3",4550,1.15737824855582
"CNS07","Retail Trade","Q3",4600,1.15760496959648
"CNS07","Retail Trade","Q3",4650,1.15849892725772
"CNS07","Retail Trade","Q3",4700,1.16008098510014
"CNS07","Retail Trade","Q3",4750,1.16008880310138
"CNS07","Retail Trade","Q3",4800,1.16042493281284
"CNS07","Retail Trade","Q3",4850,1.16021057628992
"CNS07","Retail Trade","Q3",4900,1.16111888250204
"CNS07","Retail Trade","Q3",4950,1.1609590551494
"CNS07","Retail Trade","Q3",5000,1.1590101055642
"CNS07","Retail Trade","Q4_high",0,0
"CNS07","Retail Trade","Q4_high",50,0.0465890740396374
"CNS07","Retail Trade","Q4_high",100,0.464212106167005
"CNS07","Retail Trade","Q4_high",150,0.889646727043459
"CNS07","Retail Trade","Q4_high",200,1.07373421966284
"CNS07","Retail Trade","Q4_high",250,1.22581118454065
"CNS07","Retail Trade","Q4_high",300,1.28808713717922
"CNS07","Retail Trade","Q4_high",350,1.35145962042657
"CNS07","Retail Trade","Q4_high",400,1.37484561039161
"CNS07","Retail Trade","Q4_high",450,1.39938284211574
"CNS07","Retail Trade","Q4_high",500,1.42264532079028
"CNS07","Retail Trade","Q4_high",550,1.44587192604403
"CNS07","Retail Trade","Q4_high",600,1.4378136806104
"CNS07","Retail Trade","Q4_high",650,1.45925267554437
"CNS07","Retail Trade","Q4_high",700,1.44233215973711
"CNS07","Retail Trade","Q4_high",750,1.4364385458275
"CNS07","Retail Trade","Q4_high",800,1.42955772848471
"CNS07","Retail Trade","Q4_high",850,1.41954190320474
"CNS07","Retail Trade","Q4_high",900,1.40214513638315
"CNS07","Retail Trade","Q4_high",950,1.37483119532774
"CNS07","Retail Trade","Q4_high",1000,1.3602850575839
"CNS07","Retail Trade","Q4_high",1050,1.35317172136319
"CNS07","Retail Trade","Q4_high",1100,1.34067211186869
"CNS07","Retail Trade","Q4_high",1150,1.33355543069789
"CNS07","Retail Trade","Q4_high",1200,1.3174842997245
"CNS07","Retail Trade","Q4_high",1250,1.29931421754271
"CNS07","Retail Trade","Q4_high",1300,1.28667341622328
"CNS07","Retail Trade","Q4_high",1350,1.27951166974549
"CNS07","Retail Trade","Q4_high",1400,1.26745462801443
"CNS07","Retail Trade","Q4_high",1450,1.25374916014425
"CNS07","Retail Trade","Q4_high",1500,1.2427139324794
"CNS07","Retail Trade","Q4_high",1550,1.23878776727184
"CNS07","Retail Trade","Q4_high",1600,1.23918123656619
"CNS07","Retail Trade","Q4_high",1650,1.23355089353573
"CNS07","Retail Trade","Q4_high",1700,1.23340148847195
"CNS07","Retail Trade","Q4_high",1750,1.22611247883413
"CNS07","Retail Trade","Q4_high",1800,1.22176084758137
"CNS07","Retail Trade","Q4_high",1850,1.2193796372557
"CNS07","Retail Trade","Q4_high",1900,1.21729998957835
"CNS07","Retail Trade","Q4_high",1950,1.21600887649889
"CNS07","Retail Trade","Q4_high",2000,1.21635535648598
"CNS07","Retail Trade","Q4_high",2050,1.21218079946555
"CNS07","Retail Trade","Q4_high",2100,1.2051106842177
"CNS07","Retail Trade","Q4_high",2150,1.20653636810537
"CNS07","Retail Trade","Q4_high",2200,1.20353344990047
"CNS07","Retail Trade","Q4_high",2250,1.20015784595745
"CNS07","Retail Trade","Q4_high",2300,1.19817746260004
"CNS07","Retail Trade","Q4_high",2350,1.19905622646375
"CNS07","Retail Trade","Q4_high",2400,1.19653575484944
"CNS07","Retail Trade","Q4_high",2450,1.1924153205074
"CNS07","Retail Trade","Q4_high",2500,1.19327818644173
"CNS07","Retail Trade","Q4_high",2550,1.19449603338945
"CNS07","Retail Trade","Q4_high",2600,1.19407527406164
"CNS07","Retail Trade","Q4_high",2650,1.19521787765724
"CNS07","Retail Trade","Q4_high",2700,1.19430680271708
"CNS07","Retail Trade","Q4_high",2750,1.19269503334599
"CNS07","Retail Trade","Q4_high",2800,1.19216622512652
"CNS07","Retail Trade","Q4_high",2850,1.18989144384335
"CNS07","Retail Trade","Q4_high",2900,1.18717496993915
"CNS07","Retail Trade","Q4_high",2950,1.180255538509
"CNS07","Retail Trade","Q4_high",3000,1.17832384169953
"CNS07","Retail Trade","Q4_high",3050,1.17670399204829
"CNS07","Retail Trade","Q4_high",3100,1.17439132502021
"CNS07","Retail Trade","Q4_high",3150,1.1728594866673
"CNS07","Retail Trade","Q4_high",3200,1.1690501208488
"CNS07","Retail Trade","Q4_high",3250,1.16649327575259
"CNS07","Retail Trade","Q4_high",3300,1.16797093179592
"CNS07","Retail Trade","Q4_high",3350,1.16790934066753
"CNS07","Retail Trade","Q4_high",3400,1.16623052176676
"CNS07","Retail Trade","Q4_high",3450,1.16728117870342
"CNS07","Retail Trade","Q4_high",3500,1.1662726347777
"CNS07","Retail Trade","Q4_high",3550,1.1634725259251
"CNS07","Retail Trade","Q4_high",3600,1.1625183621197
"CNS07","Retail Trade","Q4_high",3650,1.16170554384026
"CNS07","Retail Trade","Q4_high",3700,1.16017023509272
"CNS07","Retail Trade","Q4_high",3750,1.15956551799282
"CNS07","Retail Trade","Q4_high",3800,1.15852558774153
"CNS07","Retail Trade","Q4_high",3850,1.15750067503112
"CNS07","Retail Trade","Q4_high",3900,1.15910285418174
"CNS07","Retail Trade","Q4_high",3950,1.1604670694103
"CNS07","Retail Trade","Q4_high",4000,1.15810527916633
"CNS07","Retail Trade","Q4_high",4050,1.15983361322554
"CNS07","Retail Trade","Q4_high",4100,1.15663826404648
"CNS07","Retail Trade","Q4_high",4150,1.15336089209715
"CNS07","Retail Trade","Q4_high",4200,1.15343873929478
"CNS07","Retail Trade","Q4_high",4250,1.15360534506196
"CNS07","Retail Trade","Q4_high",4300,1.15154060678564
"CNS07","Retail Trade","Q4_high",4350,1.15320514280243
"CNS07","Retail Trade","Q4_high",4400,1.14999573499055
"CNS07","Retail Trade","Q4_high",4450,1.15096745491908
"CNS07","Retail Trade","Q4_high",4500,1.14958319002855
"CNS07","Retail Trade","Q4_high",4550,1.14825619141744
"CNS07","Retail Trade","Q4_high",4600,1.14656385601845
"CNS07","Retail Trade","Q4_high",4650,1.14827413112506
"CNS07","Retail Trade","Q4_high",4700,1.14765612434016
"CNS07","Retail Trade","Q4_high",4750,1.14805408036174
"CNS07","Retail Trade","Q4_high",4800,1.14911223127181
"CNS07","Retail Trade","Q4_high",4850,1.14998397735362
"CNS07","Retail Trade","Q4_high",4900,1.15173954951966
"CNS07","Retail Trade","Q4_high",4950,1.15219678019776
"CNS07","Retail Trade","Q4_high",5000,1.15323512785819
"CNS19","Other Services","Q1_low",0,0
"CNS19","Other Services","Q1_low",50,0
"CNS19","Other Services","Q1_low",100,0.0394217555018635
"CNS19","Other Services","Q1_low",150,0.141123524711873
"CNS19","Other Services","Q1_low",200,0.222728609622173
"CNS19","Other Services","Q1_low",250,0.380875720491848
"CNS19","Other Services","Q1_low",300,0.500509954527202
"CNS19","Other Services","Q1_low",350,0.562057797548107
"CNS19","Other Services","Q1_low",400,0.624411446037336
"CNS19","Other Services","Q1_low",450,0.738496085650669
"CNS19","Other Services","Q1_low",500,0.784307440509442
"CNS19","Other Services","Q1_low",550,0.901251929053076
"CNS19","Other Services","Q1_low",600,0.938384665091613
"CNS19","Other Services","Q1_low",650,0.994671126973222
"CNS19","Other Services","Q1_low",700,0.996726460191064
"CNS19","Other Services","Q1_low",750,1.05006138079917
"CNS19","Other Services","Q1_low",800,1.08060872990978
"CNS19","Other Services","Q1_low",850,1.09285774356745
"CNS19","Other Services","Q1_low",900,1.10790671217663
"CNS19","Other Services","Q1_low",950,1.12325478118385
"CNS19","Other Services","Q1_low",1000,1.13371915222858
"CNS19","Other Services","Q1_low",1050,1.15043307935624
"CNS19","Other Services","Q1_low",1100,1.17438698131374
"CNS19","Other Services","Q1_low",1150,1.15659466164667
"CNS19","Other Services","Q1_low",1200,1.16121502716523
"CNS19","Other Services","Q1_low",1250,1.16753624162896
"CNS19","Other Services","Q1_low",1300,1.18541487915133
"CNS19","Other Services","Q1_low",1350,1.17476064134021
"CNS19","Other Services","Q1_low",1400,1.17514896421181
"CNS19","Other Services","Q1_low",1450,1.18514928434113
"CNS19","Other Services","Q1_low",1500,1.15442197869354
"CNS19","Other Services","Q1_low",1550,1.14775177524567
"CNS19","Other Services","Q1_low",1600,1.14922816112383
"CNS19","Other Services","Q1_low",1650,1.16481317880006
"CNS19","Other Services","Q1_low",1700,1.16197437203194
"CNS19","Other Services","Q1_low",1750,1.16084042346983
"CNS19","Other Services","Q1_low",1800,1.16539248201974
"CNS19","Other Services","Q1_low",1850,1.17207861176425
"CNS19","Other Services","Q1_low",1900,1.17440281308553
"CNS19","Other Services","Q1_low",1950,1.17735760819894
"CNS19","Other Services","Q1_low",2000,1.17746670830901
"CNS19","Other Services","Q1_low",2050,1.17661212861674
"CNS19","Other Services","Q1_low",2100,1.17209861991955
"CNS19","Other Services","Q1_low",2150,1.16940874856279
"CNS19","Other Services","Q1_low",2200,1.15763850962511
"CNS19","Other Services","Q1_low",2250,1.1557901941653
"CNS19","Other Services","Q1_low",2300,1.15713698359833
"CNS19","Other Services","Q1_low",2350,1.16516089355089
"CNS19","Other Services","Q1_low",2400,1.155369750872
"CNS19","Other Services","Q1_low",2450,1.15090779154384
"CNS19","Other Services","Q1_low",2500,1.15159091659116
"CNS19","Other Services","Q1_low",2550,1.15673402260978
"CNS19","Other Services","Q1_low",2600,1.15366836204186
"CNS19","Other Services","Q1_low",2650,1.15462632850721
"CNS19","Other Services","Q1_low",2700,1.14361316424127
"CNS19","Other Services","Q1_low",2750,1.13521110183911
"CNS19","Other Services","Q1_low",2800,1.13817394773311
"CNS19","Other Services","Q1_low",2850,1.14326915416023
"CNS19","Other Services","Q1_low",2900,1.13965210293218
"CNS19","Other Services","Q1_low",2950,1.13675379009454
"CNS19","Other Services","Q1_low",3000,1.13536293588868
"CNS19","Other Services","Q1_low",3050,1.13301151491673
"CNS19","Other Services","Q1_low",3100,1.13855073308511
"CNS19","Other Services","Q1_low",3150,1.13368941848678
"CNS19","Other Services","Q1_low",3200,1.13099619044868
"CNS19","Other Services","Q1_low",3250,1.13045992030244
"CNS19","Other Services","Q1_low",3300,1.12758650561008
"CNS19","Other Services","Q1_low",3350,1.12935134050206
"CNS19","Other Services","Q1_low",3400,1.12848933764432
"CNS19","Other Services","Q1_low",3450,1.12819151355851
"CNS19","Other Services","Q1_low",3500,1.12782800070626
"CNS19","Other Services","Q1_low",3550,1.12420291059286
"CNS19","Other Services","Q1_low",3600,1.12684864722322
"CNS19","Other Services","Q1_low",3650,1.13019857179518
"CNS19","Other Services","Q1_low",3700,1.13430024454021
"CNS19","Other Services","Q1_low",3750,1.13001709689279
"CNS19","Other Services","Q1_low",3800,1.12873864747354
"CNS19","Other Services","Q1_low",3850,1.12716868671567
"CNS19","Other Services","Q1_low",3900,1.12252443265625
"CNS19","Other Services","Q1_low",3950,1.11548827203916
"CNS19","Other Services","Q1_low",4000,1.11094311427173
"CNS19","Other Services","Q1_low",4050,1.11225714408048
"CNS19","Other Services","Q1_low",4100,1.11132780430327
"CNS19","Other Services","Q1_low",4150,1.10918634806527
"CNS19","Other Services","Q1_low",4200,1.11291727306058
"CNS19","Other Services","Q1_low",4250,1.1135193853211
"CNS19","Other Services","Q1_low",4300,1.11691354427938
"CNS19","Other Services","Q1_low",4350,1.11180160635262
"CNS19","Other Services","Q1_low",4400,1.10872532923371
"CNS19","Other Services","Q1_low",4450,1.10660190779492
"CNS19","Other Services","Q1_low",4500,1.10590304415725
"CNS19","Other Services","Q1_low",4550,1.10335586465522
